Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
129,706,132,Aug 28,PIT,,MIL,W7-1,CG,4,4,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,.323,.400,.508,.908,3,.87,0.128,1.02,0.09%,0.56,CF
130,707,133,Aug 29,PIT,,MIL,L0-4,CG,4,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,.323,.401,.511,.912,3,.77,-0.034,.95,-0.03%,-0.06,CF
131,708,134,Aug 30,PIT,,STL,W5-0,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.320,.398,.507,.905,3,.67,-0.084,1.34,-0.10%,-1.58,CF
132,709,135,Aug 31,PIT,,STL,W7-1,CG,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.317,.394,.502,.896,3,.67,-0.080,1.41,-0.10%,-1.88,CF
133,710,136,Sep 1,PIT,,STL,L2-7,CG,4,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.317,.395,.501,.896,3,.43,0.028,.90,0.04%,0.27,CF
134,711,137,Sep 2,PIT,@,MIL,W5-2,CG,5,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.319,.397,.503,.900,3,.71,-0.010,.90,-0.01%,-0.14,CF
135,712,138,Sep 3,PIT,@,MIL,W4-3,CG,5,4,3,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,.320,.399,.509,.907,3,.82,0.096,1.08,0.08%,0.79,CF
136,713,139,Sep 4,PIT,@,MIL,L3-9,CG,5,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.320,.399,.513,.911,3,.73,0.023,.96,0.02%,0.71,CF
137,714,140,Sep 6,PIT,@,STL,L8-12,GS-8,4,2,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.320,.401,.513,.914,3,.73,0.077,1.59,0.10%,0.77,CF
138,715,141,Sep 7,PIT,@,STL,L0-5,CG,4,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.322,.402,.514,.916,3,.49,0.077,1.14,0.11%,0.07,CF
139,716,142,Sep 8,PIT,@,STL,L2-9,GS-7,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.322,.403,.514,.917,3,.22,0.004,.51,0.01%,0.39,CF
140,717,143,Sep 9,PIT,@,TEX,W1-0,CG,4,4,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,.324,.404,.518,.922,3,.81,0.014,1.05,0.01%,0.41,CF
141,718,144,Sep 10,PIT,@,TEX,W5-4,CG,5,5,1,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,.326,.405,.519,.924,3,1.12,0.199,1.60,0.17%,2.39,CF
142,719,146 (1),Sep 12,PIT,,CHC,W3-1,CG,4,3,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,.326,.406,.520,.926,3,.91,0.065,1.40,0.06%,0.38,CF
143,720,147,Sep 13,PIT,,CHC,L4-5,CG,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.328,.407,.521,.928,3,1.30,0.066,2.19,0.07%,0.58,CF
144,721,148,Sep 14,PIT,,CHC,W2-1,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.325,.404,.518,.921,3,.79,-0.076,1.32,-0.08%,-0.77,CF
145,722,149,Sep 15,PIT,,CHC,W3-2,CG,4,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.326,.406,.517,.924,3,.90,0.095,1.62,0.10%,0.74,CF
146,723,150,Sep 16,PIT,,SDP,L0-2,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,.324,.404,.515,.919,3,.96,-0.101,1.81,-0.11%,-0.63,CF
147,724,151,Sep 17,PIT,,SDP,L2-5,CG,4,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.326,.406,.517,.924,3,.88,0.045,1.70,0.05%,0.37,CF
148,725,152,Sep 18,PIT,,SDP,L2-3,CG,3,2,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,.327,.408,.523,.930,3,1.09,0.432,1.93,0.46%,1.59,CF
149,726,153,Sep 19,PIT,,SDP,W10-1,CG,5,3,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,.325,.408,.520,.927,3,.55,-0.040,.76,-0.03%,-0.40,CF
150,727,154,Sep 20,PIT,,CIN,L5-6,CG(10),5,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.323,.407,.517,.925,3,.75,-0.036,1.66,-0.05%,0.42,CF
151,728,155,Sep 21,PIT,,CIN,W4-2,CG,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,.321,.406,.514,.921,3,1.14,0.031,1.79,0.03%,-0.39,CF
152,729,156,Sep 22,PIT,,CIN,L3-11,GS-9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.319,.404,.511,.915,3,.68,-0.071,1.06,-0.07%,-1.23,CF
153,730,157,Sep 23,PIT,@,CHC,W2-1,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.319,.405,.510,.914,3,.64,0.025,.68,0.02%,0.26,CF
154,731,158,Sep 24,PIT,@,CHC,W8-2,CG,5,5,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.320,.405,.509,.913,3,.29,0.004,.31,0.00%,0.79,CF
155,732,159,Sep 25,PIT,@,CHC,L2-4,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.318,.404,.506,.910,3,1.37,-0.061,1.60,-0.04%,-0.52,CF
156,733,160,Sep 27,PIT,@,CIN,W4-1,CG,5,3,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.317,.404,.503,.907,3,.68,-0.007,.52,0.00%,-0.24,CF
157,734,161,Sep 28,PIT,@,CIN,W8-3,CG,5,5,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,.317,.404,.508,.911,3,.32,0.127,.13,0.03%,1.38,CF
,,,,,,,90-67,,674,583,97,185,38,5,21,84,78,12,101,9,0,4,5,13,27,10,.317,.404,.508,.911,,1.04,4.499,1.28,3.12%,40.02,
