Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
27,289,29,May 2,PIT,@,SDP,W4-3,CG,5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,.217,.325,.396,.721,1,.65,-0.073,.56,-0.04%,-1.11,CF
28,290,30,May 3,PIT,@,SDP,L5-6,CG,4,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,.222,.339,.398,.737,1,1.36,0.184,1.32,0.11%,1.23,CF
29,291,31,May 4,PIT,@,SDP,W7-4,CG,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.221,.333,.389,.723,1,.34,-0.004,.31,0.00%,-1.07,CF
30,292,32,May 6,PIT,,HOU,L2-3,CG,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.217,.333,.383,.716,1,1.88,-0.060,1.96,-0.04%,-0.22,CF
31,293,33,May 7,PIT,,HOU,W6-1,CG,4,4,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.227,.338,.395,.733,1,.69,0.200,.63,0.11%,1.97,CF
32,294,34,May 8,PIT,,HOU,W5-4,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.228,.336,.390,.726,1,.88,-0.028,.95,-0.02%,-0.19,CF
33,295,35,May 9,PIT,,LAD,W4-1,CG,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.227,.331,.391,.722,1,.91,-0.046,.97,-0.03%,-0.93,CF
34,296,36,May 10,PIT,,LAD,L3-10,CG,4,4,2,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,.242,.342,.447,.789,1,.50,0.053,.54,0.04%,1.91,CF
35,297,37,May 11,PIT,,LAD,L0-2,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.235,.333,.434,.767,1,1.06,-0.103,1.01,-0.06%,-0.71,CF
36,298,38,May 13,PIT,@,MIL,L2-5,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.229,.325,.421,.746,1,.76,-0.076,.81,-0.05%,-0.77,CF
37,299,39,May 14,PIT,@,MIL,L2-8,CG,5,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.234,.327,.428,.755,1,1.15,0.140,1.11,0.08%,0.39,CF
38,300,40,May 15,PIT,@,MIL,L6-9,CG,5,4,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,.235,.329,.436,.766,1,.93,0.106,.90,0.06%,0.66,CF
39,301,41,May 16,PIT,@,WSN,L2-4,CG,5,4,1,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,.242,.337,.451,.788,1,1.85,0.211,1.42,0.10%,1.17,CF
40,302,42,May 18,PIT,@,CIN,W5-0,CG,5,5,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,.241,.333,.462,.795,1,.51,-0.003,.41,0.00%,0.58,CF
41,303,43,May 19,PIT,@,CIN,W5-3,CG,5,4,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,.247,.341,.475,.816,1,.67,0.028,.57,0.01%,1.46,CF
42,304,44,May 20,PIT,,DET,W10-1,CG,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,.247,.342,.470,.812,1,.65,-0.027,.55,-0.01%,-0.20,CF
43,305,45,May 21,PIT,,DET,W6-2,CG,4,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.259,.351,.476,.827,1,1.07,0.110,.94,0.06%,1.12,CF
44,306,46,May 22,PIT,,DET,L0-2,CG,4,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,.257,.359,.474,.832,1,1.86,0.241,1.78,0.14%,1.22,CF
45,307,47,May 24,PIT,,ATL,L0-2,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.251,.351,.463,.814,1,1.24,-0.120,1.08,-0.06%,-0.88,CF
46,308,48,May 25,PIT,,ATL,L2-4,CG(11),5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,.246,.348,.453,.800,3,1.29,-0.128,.98,-0.06%,-0.72,CF
47,309,49,May 27,PIT,@,CHC,W4-2,CG,5,4,0,2,0,0,0,1,1,0,1,0,0,0,0,0,2,0,.251,.354,.454,.807,3,.79,0.109,.58,0.05%,1.43,CF
48,310,50,May 28,PIT,@,CHC,W10-0,CG,5,5,2,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,.255,.355,.468,.823,3,.48,0.019,.35,0.01%,1.28,CF
49,311,51,May 29,PIT,@,CHC,L2-3,CG,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.257,.357,.466,.823,3,.85,-0.037,.72,-0.02%,-0.06,CF
50,312,52,May 30,PIT,@,NYM,L3-7,CG,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.253,.356,.459,.814,3,.51,-0.044,.37,-0.02%,-0.06,CF
51,313,53,May 31,PIT,@,NYM,W5-1,CG,5,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,.247,.352,.449,.802,3,1.53,-0.102,1.04,-0.04%,-1.29,CF
52,314,54,Jun 1,PIT,@,NYM,W9-3,CG,5,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.256,.357,.453,.811,3,.62,0.084,.49,0.04%,-0.14,CF
53,315,55,Jun 2,PIT,@,NYM,L8-9,CG,5,5,2,2,0,0,0,2,0,0,1,0,0,0,0,0,1,0,.260,.358,.452,.810,3,1.31,0.065,1.19,0.04%,1.06,CF
54,316,56,Jun 3,PIT,,PHI,W2-1,CG(12),5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.263,.359,.451,.810,3,1.51,-0.127,1.27,-0.06%,-0.55,CF
55,317,57,Jun 4,PIT,,PHI,W6-3,CG,4,4,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,.272,.365,.465,.831,3,.72,0.117,.64,0.06%,1.64,CF
56,318,58,Jun 5,PIT,,PHI,L3-7,CG,4,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,.273,.368,.464,.831,3,.98,0.034,.95,0.02%,0.37,CF
57,319,59,Jun 7,PIT,,ARI,W8-5,CG,4,2,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,.275,.374,.468,.842,4,1.50,0.191,1.24,0.10%,1.68,CF
58,320,60,Jun 8,PIT,,ARI,W3-2,CG(12),6,5,2,3,1,0,1,2,0,0,0,0,0,1,1,0,0,0,.282,.376,.489,.865,3,1.70,0.570,1.43,0.29%,1.76,CF
59,321,61,Jun 9,PIT,,ARI,L0-2,CG,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.283,.378,.487,.865,3,1.17,-0.012,1.22,-0.01%,-0.02,CF
60,322,62,Jun 10,PIT,,NYM,L1-8,GS-8,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.283,.378,.485,.863,3,.91,0.090,.79,0.05%,0.77,CF
61,323,63,Jun 11,PIT,,NYM,W3-2,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,.280,.376,.479,.855,3,1.24,0.168,.99,0.08%,1.37,CF
62,324,64,Jun 12,PIT,,NYM,L0-7,CG,4,3,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.285,.381,.481,.862,3,.61,0.034,.54,0.02%,0.71,CF
63,325,65,Jun 13,PIT,,NYM,W3-1,8-GF,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.288,.384,.483,.867,9,.62,0.017,.48,0.01%,0.37,CF
64,326,66,Jun 14,PIT,@,HOU,W1-0,CG,4,3,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,.288,.385,.481,.867,3,.68,0.095,.55,0.05%,0.85,CF
65,327,67,Jun 15,PIT,@,HOU,W7-3,CG,5,3,1,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,.289,.389,.484,.873,3,1.03,0.192,.94,0.11%,1.64,CF
66,328,68,Jun 16,PIT,@,HOU,W5-4,CG,4,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.290,.394,.484,.878,3,.65,0.065,.64,0.04%,0.78,CF
67,329,69,Jun 17,PIT,@,CLE,L1-5,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.286,.389,.476,.865,3,.54,-0.054,.63,-0.04%,-0.57,CF
68,330,70,Jun 18,PIT,@,CLE,L1-5,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.281,.383,.469,.852,3,.91,-0.093,1.02,-0.06%,-0.89,CF
69,331,71,Jun 19,PIT,@,CLE,L2-5,CG(11),6,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,.276,.379,.460,.839,1,1.99,-0.141,1.99,-0.08%,-1.37,DH
70,332,72,Jun 20,PIT,,BAL,L3-8,CG,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.283,.384,.468,.852,3,.26,0.040,.25,0.02%,1.25,CF
71,333,73,Jun 21,PIT,,BAL,W9-3,CG,5,1,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,.286,.392,.470,.862,4,.38,0.029,.32,0.02%,0.97,CF
72,334,74,Jun 22,PIT,,BAL,W5-4,CG,4,4,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,.289,.393,.474,.867,3,1.21,0.212,1.13,0.12%,1.87,CF
73,335,75,Jun 24,PIT,,BOS,W3-1,CG,4,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,.286,.391,.469,.860,3,.90,-0.048,.85,-0.03%,-0.59,CF
74,336,76,Jun 25,PIT,,BOS,W6-4,CG,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,.285,.390,.466,.855,4,.86,0.061,.94,0.04%,1.05,CF
75,337,77,Jun 26,PIT,,BOS,L2-4,CG,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.285,.388,.463,.851,3,1.41,-0.097,1.59,-0.07%,-1.05,CF
76,338,78,Jun 28,PIT,@,TOR,W7-6,CG,5,5,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,.283,.385,.469,.854,4,.68,0.007,.73,0.00%,-0.24,CF
77,339,79,Jun 29,PIT,@,TOR,L1-2,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.280,.383,.464,.847,4,1.55,-0.118,1.69,-0.08%,-0.61,CF
78,340,80,Jun 30,PIT,@,TOR,W6-2,CG,5,4,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,.280,.384,.464,.848,3,.76,0.009,.81,0.01%,0.25,CF
79,341,81,Jul 1,PIT,@,WSN,L1-2,CG,4,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,.280,.385,.466,.851,3,1.17,0.070,1.44,0.05%,0.85,CF
80,342,82,Jul 2 (1),PIT,@,WSN,W5-3,CG,4,4,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,.283,.386,.480,.866,4,.99,0.144,1.12,0.10%,1.31,CF
81,343,83,Jul 2 (2),PIT,@,WSN,L3-4,CG,4,4,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,.289,.390,.493,.884,3,.77,0.157,.91,0.11%,1.39,CF
82,344,84,Jul 3,PIT,@,WSN,W10-2,GS-9,5,5,3,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.294,.393,.498,.892,4,.50,0.100,.55,0.07%,1.67,CF
83,345,85,Jul 4,PIT,,HOU,W5-3,CG,4,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.294,.392,.498,.890,4,1.40,0.029,1.66,0.02%,0.03,CF
84,346,86,Jul 5,PIT,,HOU,W5-1,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.291,.390,.494,.884,4,.64,-0.067,.84,-0.05%,-0.85,CF
85,347,87,Jul 6,PIT,,HOU,L2-8,CG,4,4,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,.291,.389,.491,.879,4,1.12,0.059,1.50,0.05%,0.78,CF
86,348,88,Jul 8,PIT,,CHC,W7-4,CG,4,2,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,.292,.393,.500,.893,4,2.31,0.171,2.98,0.13%,1.20,CF
87,349,89,Jul 9,PIT,,CHC,L3-6,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.289,.391,.495,.886,4,1.31,-0.041,1.73,-0.03%,-0.39,CF
88,350,90,Jul 10,PIT,,CHC,W9-1,CG,4,2,1,1,0,0,1,5,0,0,0,0,0,2,0,0,0,0,.291,.390,.505,.894,4,.68,0.109,.85,0.08%,1.54,CF
89,351,91,Jul 15,PIT,@,HOU,W4-0,CG,5,4,0,1,0,1,0,2,1,0,3,0,0,0,0,0,0,0,.290,.390,.508,.897,4,.73,0.153,1.05,0.13%,1.39,CF
90,352,92,Jul 16,PIT,@,HOU,L4-6,CG,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.286,.385,.500,.885,4,1.43,-0.191,2.17,-0.17%,-1.70,CF
91,353,93,Jul 17,PIT,@,HOU,W7-5,CG(11),6,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.284,.384,.496,.880,4,1.05,-0.054,1.42,-0.04%,0.40,CF
92,354,94,Jul 18,PIT,,CIN,W2-0,CG,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,.282,.381,.491,.872,4,1.36,-0.075,2.12,-0.07%,-0.98,CF
93,355,95,Jul 19,PIT,,CIN,W1-0,CG,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.280,.381,.488,.869,4,1.03,0.018,1.83,0.02%,0.16,CF
94,356,96,Jul 20,PIT,,CIN,L1-3,CG,4,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.280,.380,.489,.868,4,1.47,0.069,2.55,0.07%,0.62,CF
95,357,97,Jul 22,PIT,,STL,L4-6,CG,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.282,.381,.489,.869,4,.95,0.015,1.89,0.02%,0.19,CF
96,358,98,Jul 23,PIT,,STL,L1-9,CG,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.280,.379,.485,.864,4,.56,-0.004,1.02,0.00%,-0.56,CF
97,359,99,Jul 24,PIT,,STL,W4-3,CG(10),4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.280,.378,.482,.860,4,1.30,-0.053,2.29,-0.06%,-0.19,CF
98,360,100,Jul 25,PIT,@,ATL,W3-1,CG,4,2,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,.281,.382,.482,.864,4,.66,0.115,1.02,0.11%,1.39,CF
99,361,101,Jul 26,PIT,@,ATL,L3-4,CG(19),9,6,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,1,.276,.381,.474,.855,4,2.01,-0.088,3.43,-0.09%,-0.48,CF
100,362,102,Jul 27,PIT,@,ATL,L1-2,CG(10),4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.274,.380,.470,.850,4,1.21,-0.080,1.91,-0.08%,-0.39,CF
101,363,103,Jul 28,PIT,@,ATL,W5-2,CG,5,5,1,3,1,0,1,3,0,0,1,0,0,0,0,0,0,0,.279,.382,.483,.865,3,1.15,0.179,1.68,0.16%,2.39,CF
102,364,104,Jul 29,PIT,@,PHI,L3-10,GS-6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.277,.380,.480,.861,3,.26,-0.013,.39,-0.01%,-0.28,CF
103,365,105,Jul 30,PIT,@,PHI,L4-7,CG,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.275,.379,.476,.856,3,.98,-0.068,1.31,-0.06%,-0.60,CF
104,366,106,Jul 31,PIT,@,PHI,L5-6,CG(10),5,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.274,.377,.475,.853,3,1.22,-0.121,1.39,-0.08%,-0.75,CF
105,367,107,Aug 1,PIT,,CHC,L3-5,CG,5,4,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.274,.377,.473,.851,1,.75,-0.042,.77,-0.03%,-0.33,CF
106,368,108,Aug 2,PIT,,CHC,L6-11,GS-6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.274,.377,.472,.849,1,.74,0.057,.64,0.03%,0.26,CF
107,369,109,Aug 3,PIT,,CHC,L0-1,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.274,.376,.470,.846,1,1.69,-0.089,1.33,-0.04%,-0.23,CF
108,370,110,Aug 4,PIT,,CHC,L6-7,CG,5,5,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.273,.374,.469,.843,1,1.24,-0.016,.83,-0.01%,0.15,CF
109,371,111,Aug 5,PIT,,SDP,L5-15,CG,6,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.273,.376,.467,.843,1,.50,-0.013,.26,0.00%,-0.15,CF
110,372,112,Aug 6,PIT,,SDP,L2-13,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,.273,.375,.465,.839,1,.81,-0.072,.30,-0.02%,-0.85,CF
111,373,113,Aug 7,PIT,,SDP,L3-7,8-9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.272,.374,.464,.838,2,.64,-0.015,.16,0.00%,-0.26,PH
112,374,114,Aug 8,PIT,@,SFG,W5-0,CG,5,5,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,.273,.374,.465,.839,1,.36,0.000,.06,0.00%,0.55,CF
113,375,115,Aug 9,PIT,@,SFG,L0-6,CG,5,5,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,.273,.372,.464,.837,1,.89,-0.042,.17,-0.01%,-0.77,CF
114,376,116,Aug 10,PIT,@,SFG,W9-2,CG,5,1,4,1,0,0,1,2,3,0,0,1,0,0,0,0,2,0,.274,.379,.473,.852,1,.82,0.327,.12,0.03%,3.69,CF
115,377,117,Aug 12,PIT,@,MIL,L2-7,CG,4,4,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,.274,.378,.473,.851,1,1.07,-0.079,.27,-0.01%,-0.55,CF
116,378,118,Aug 13,PIT,@,MIL,L0-1,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.271,.375,.469,.843,1,1.55,-0.222,.23,-0.02%,-1.10,CF
117,379,119,Aug 14,PIT,@,MIL,L1-2,CG(10),5,5,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,.271,.373,.468,.841,3,1.82,-0.119,.18,-0.01%,-0.70,CF
118,380,120,Aug 15,PIT,,STL,W6-2,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.268,.370,.464,.834,3,.77,-0.069,.03,0.00%,-0.85,CF
119,381,121,Aug 16,PIT,,STL,W5-4,CG(11),5,3,1,2,0,0,1,3,2,1,0,0,0,0,0,0,1,0,.271,.374,.472,.846,3,1.70,0.429,.08,0.01%,3.23,CF
120,382,122,Aug 17,PIT,,STL,L2-7,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.271,.373,.470,.843,3,.60,-0.008,.03,0.00%,-0.10,CF
121,383,123,Aug 19,PIT,,CIN,L8-11,CG,5,4,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,.273,.375,.470,.846,3,1.61,-0.005,.03,0.00%,-0.16,CF
122,384,124,Aug 20,PIT,,CIN,W5-3,CG,5,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.274,.376,.469,.845,3,1.22,0.001,.01,0.00%,-0.21,CF
123,385,125,Aug 21,PIT,,CIN,L4-5,CG,4,4,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,.274,.375,.474,.849,3,.61,0.155,.01,0.00%,1.38,CF
124,386,126,Aug 22 (1),PIT,,MIL,L1-8,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.272,.372,.470,.842,3,1.35,-0.160,.01,0.00%,-1.50,CF
125,387,127,Aug 22 (2),PIT,,MIL,W9-2,7-9,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.271,.372,.469,.841,9,.63,0.002,.00,0.00%,0.02,PH CF
126,388,128,Aug 23,PIT,,MIL,L4-11,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.271,.372,.467,.839,3,.26,-0.005,.00,0.00%,-0.71,CF
127,389,129,Aug 24,PIT,,MIL,W2-0,CG,3,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,.270,.371,.466,.837,3,.92,0.044,.00,0.00%,0.48,CF
128,390,130,Aug 25,PIT,@,STL,L4-8,CG,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.268,.371,.463,.834,3,.84,-0.039,.00,0.00%,-0.25,CF
129,391,131,Aug 26,PIT,@,STL,L4-5,CG,4,4,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,.273,.373,.465,.839,3,1.11,0.078,.00,0.00%,0.91,CF
130,392,132,Aug 27,PIT,@,STL,W7-0,CG,5,5,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.274,.373,.467,.840,3,.33,0.059,.00,0.00%,1.03,CF
131,393,133,Aug 28,PIT,@,STL,L4-7,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.274,.373,.465,.838,3,1.02,0.073,.00,0.00%,0.86,CF
132,394,134,Aug 29,PIT,@,HOU,L4-7,CG,4,3,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,.274,.373,.470,.844,3,.92,0.137,.00,0.00%,0.96,CF
