Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
30,1220,30,May 6,PIT,,MIL,W2-1,CG(10),4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.218,.298,.400,.698,3,1.68,-0.316,1.64,-0.18%,-2.43,CF
31,1221,32 (1),May 8,PIT,@,LAD,L1-12,CG,4,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,.221,.305,.407,.712,3,.14,-0.008,.12,0.00%,1.10,CF
32,1222,33,May 9,PIT,@,LAD,L3-4,CG(10),4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.222,.303,.410,.713,3,.87,0.033,.71,0.02%,0.05,CF
33,1223,34,May 10,PIT,@,LAD,L2-5,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.215,.294,.397,.691,3,.87,-0.112,.63,-0.05%,-1.28,CF
34,1224,35,May 11,PIT,@,ARI,L1-2,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.210,.288,.387,.675,3,.48,-0.038,.31,-0.02%,-0.35,CF
35,1225,36,May 12,PIT,@,ARI,L4-11,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.211,.287,.383,.670,3,.43,-0.030,.25,-0.01%,-0.39,CF
36,1226,37,May 13,PIT,@,ARI,W4-3,CG,5,5,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.211,.284,.383,.667,3,.68,-0.007,.38,0.00%,-0.30,CF
37,1227,38,May 14,PIT,@,ARI,W6-4,CG(10),5,4,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,.212,.288,.401,.689,3,1.22,0.119,.76,0.05%,1.47,CF
38,1228,39,May 16,PIT,,WSN,L4-8,GS-8,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.206,.280,.390,.670,3,1.05,-0.114,.70,-0.05%,-1.20,CF
39,1229,40,May 17,PIT,,WSN,W6-1,CG,4,4,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,.214,.286,.393,.679,3,1.30,0.029,.78,0.01%,1.31,CF
40,1230,41,May 18,PIT,,WSN,W10-4,CG,5,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.220,.289,.400,.689,3,.75,0.008,.51,0.00%,0.35,CF
41,1231,42,May 19,PIT,,PHI,L2-7,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.216,.288,.392,.680,3,.75,-0.062,.52,-0.03%,-0.84,CF
42,1232,43,May 20,PIT,,PHI,W6-3,CG,5,5,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,.215,.286,.386,.672,3,.68,0.093,.44,0.04%,-0.52,CF
43,1233,44,May 21,PIT,,PHI,W1-0,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.211,.285,.379,.664,3,.89,-0.099,.61,-0.04%,-0.80,CF
44,1234,45,May 22,PIT,@,ATL,L2-5,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,.206,.279,.370,.648,3,.97,-0.167,.75,-0.08%,-1.56,CF
45,1235,46,May 23,PIT,@,ATL,L5-6,CG,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,.200,.271,.359,.630,3,1.73,-0.338,1.19,-0.14%,-3.63,CF
46,1236,47,May 24,PIT,@,ATL,W12-5,10-10,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.203,.274,.360,.634,7,1.17,0.082,.79,0.03%,0.28,PH
47,1237,49 (1),May 26,PIT,,NYM,L1-8,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.205,.273,.358,.631,6,.48,-0.042,.38,-0.02%,-0.43,CF
48,1238,50,May 27,PIT,,NYM,W5-4,CG(10),5,3,1,2,1,0,1,3,1,0,0,1,0,0,0,0,0,0,.212,.286,.385,.672,6,1.53,0.382,1.09,0.16%,3.15,CF
49,1239,51,May 28,PIT,,NYM,L2-7,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.213,.286,.383,.668,6,.72,0.016,.55,0.01%,-0.25,CF
50,1240,52,May 29,PIT,,ARI,W4-3,CG,4,3,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,.215,.290,.398,.688,6,1.51,0.342,1.14,0.16%,0.89,CF
51,1241,53,May 30,PIT,,ARI,L0-3,CG,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.217,.290,.397,.687,6,.88,-0.044,.75,-0.02%,-0.35,CF
52,1242,54,May 31,PIT,,ARI,L5-6,CG(14),6,4,1,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,.223,.301,.404,.705,6,2.24,0.231,1.87,0.12%,1.23,CF
53,1243,55,Jun 2,PIT,@,NYM,W12-7,CG,5,3,2,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,.224,.303,.403,.706,6,1.29,0.118,.87,0.05%,0.44,CF
54,1244,56,Jun 3,PIT,@,NYM,L2-4,CG,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.222,.307,.399,.706,6,1.02,-0.002,.80,0.00%,0.05,CF
55,1245,57,Jun 4,PIT,@,NYM,W11-1,CG,5,5,3,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,.232,.313,.419,.732,6,.37,-0.013,.27,-0.01%,2.54,CF
56,1246,58,Jun 6,PIT,@,BAL,L5-6,CG(10),5,5,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,.231,.311,.413,.724,6,1.03,-0.020,.83,-0.01%,-0.03,CF
57,1247,59,Jun 7,PIT,@,BAL,L6-9,CG(11),5,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.235,.313,.413,.726,6,.88,0.024,.63,0.01%,0.02,CF
58,1248,60,Jun 8,PIT,,MIA,L1-7,GS-8,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.231,.309,.407,.716,6,1.14,-0.087,.72,-0.03%,-1.17,CF
59,1249,61,Jun 9,PIT,,MIA,L7-12,CG,5,3,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,.237,.319,.411,.730,6,1.16,-0.074,.65,-0.03%,0.09,CF
60,1250,62,Jun 10,PIT,,MIA,W7-6,CG,4,4,1,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,.247,.325,.426,.751,6,1.50,0.149,.77,0.05%,1.27,CF
61,1251,63,Jun 11,PIT,,MIA,W3-1,CG,4,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.251,.328,.436,.764,6,.62,-0.002,.38,0.00%,-0.45,CF
62,1252,64,Jun 12,PIT,,COL,W7-2,CG,5,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.251,.330,.433,.762,6,.35,0.016,.24,0.01%,0.16,CF
63,1253,65,Jun 13,PIT,,COL,W5-2,CG,4,4,2,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,.255,.332,.460,.792,6,1.04,0.120,.83,0.06%,2.35,CF
64,1254,66,Jun 14,PIT,,COL,L1-5,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.255,.331,.456,.787,6,1.01,-0.018,.87,-0.01%,-0.20,CF
65,1255,67,Jun 16,PIT,,CHC,L5-9,CG,4,3,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,.260,.337,.463,.800,6,.95,0.128,.82,0.07%,1.15,CF
66,1256,68,Jun 17,PIT,,CHC,W4-3,CG,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.260,.336,.472,.807,6,.65,0.050,.48,0.02%,0.16,CF
67,1257,69,Jun 18,PIT,,CHC,L1-7,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.257,.332,.466,.798,6,1.30,-0.102,1.11,-0.05%,-1.18,CF
68,1258,70,Jun 19,PIT,@,MIL,W8-1,CG,5,5,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,.260,.333,.476,.810,6,.56,0.162,.47,0.08%,1.93,CF
69,1259,71,Jun 20,PIT,@,MIL,W7-3,CG,4,3,2,3,0,0,1,3,1,0,0,0,0,0,0,0,0,0,.268,.343,.494,.837,6,.72,0.181,.65,0.10%,3.49,CF
70,1260,72,Jun 21,PIT,@,MIL,L3-4,CG,4,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.270,.348,.494,.842,6,1.17,0.080,1.15,0.05%,1.16,CF
71,1261,73,Jun 22,PIT,@,MIL,L2-4,CG,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.268,.350,.490,.841,6,.80,0.027,.72,0.02%,0.04,CF
72,1262,74,Jun 23,PIT,@,STL,W4-3,CG,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.265,.349,.485,.834,6,1.52,-0.034,.96,-0.01%,-0.19,CF
73,1263,75,Jun 24,PIT,@,STL,W7-3,CG,4,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.269,.351,.485,.836,6,.67,0.003,.53,0.00%,0.18,CF
74,1264,76,Jun 25,PIT,@,STL,L4-8,CG,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,.268,.350,.482,.831,6,.69,-0.050,.62,-0.03%,-0.67,CF
75,1265,77,Jun 27,PIT,,TBR,L2-4,CG(10),4,4,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.272,.351,.486,.837,3,2.46,0.473,1.63,0.19%,1.49,CF
76,1266,78,Jun 28,PIT,,TBR,W6-2,CG,4,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.270,.353,.482,.835,3,.35,0.005,.22,0.00%,-0.01,CF
77,1267,79,Jun 29,PIT,,TBR,W4-0,CG,4,3,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,.278,.361,.491,.852,3,.86,0.129,.62,0.06%,1.16,CF
78,1268,80,Jun 30,PIT,,SFG,L5-13,GS-7,4,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.283,.369,.495,.864,3,1.04,0.166,.81,0.08%,2.00,CF
79,1269,81,Jul 1,PIT,,SFG,L1-2,CG(11),6,4,1,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,.282,.372,.495,.866,3,1.45,-0.044,.96,-0.02%,-0.05,CF
80,1270,83 (1),Jul 3,PIT,@,PHI,L0-4,CG,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.282,.370,.495,.865,3,.56,-0.042,.30,-0.01%,-0.49,CF
81,1271,84,Jul 4,PIT,@,PHI,W3-0,CG,4,4,2,3,0,0,2,2,0,0,1,0,0,0,0,0,0,0,.288,.375,.519,.893,3,.99,0.247,.43,0.07%,2.56,CF
82,1272,85,Jul 5,PIT,@,PHI,W5-2,CG,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.283,.369,.510,.879,3,.62,-0.074,.30,-0.02%,-1.10,CF
83,1273,86,Jul 6,PIT,@,PHI,W6-3,CG,5,4,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,.289,.375,.520,.895,3,.74,0.165,.38,0.05%,1.14,CF
84,1274,87,Jul 7,PIT,@,CHC,L1-6,CG,5,4,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,.295,.381,.526,.907,3,.83,-0.016,.58,-0.01%,0.16,CF
85,1275,88,Jul 8,PIT,@,CHC,W4-2,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.295,.380,.522,.902,3,.49,-0.028,.29,-0.01%,-0.26,CF
86,1276,89,Jul 9,PIT,@,CHC,W14-3,GS-7,5,4,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.294,.380,.528,.909,3,.26,0.028,.19,0.01%,0.23,CF
87,1277,90,Jul 14,PIT,,STL,W5-2,CG,5,3,2,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,.295,.383,.527,.910,3,1.56,-0.018,1.13,-0.01%,0.01,CF
88,1278,91,Jul 15,PIT,,STL,L0-4,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,.294,.382,.523,.905,3,.73,0.026,.56,0.01%,0.04,CF
89,1279,92,Jul 16,PIT,,STL,W4-3,CG,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.294,.380,.520,.900,3,1.61,-0.050,1.03,-0.02%,0.00,CF
90,1280,93,Jul 17,PIT,,MIL,W4-2,CG,4,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,.294,.382,.518,.900,3,1.22,-0.017,1.12,-0.01%,-0.08,CF
91,1281,94,Jul 18,PIT,,MIL,W4-3,CG,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.291,.380,.514,.894,3,.70,-0.039,.72,-0.02%,-0.50,CF
92,1282,95,Jul 19,PIT,,MIL,W3-2,CG(10),5,3,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,.289,.378,.509,.887,3,2.31,-0.122,2.51,-0.08%,-0.67,CF
93,1283,96,Jul 20,PIT,,MIL,W4-2,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.288,.377,.506,.882,3,.54,0.085,.66,0.06%,0.63,CF
94,1284,97,Jul 21,PIT,@,COL,W13-5,CG,6,4,3,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,.294,.383,.509,.892,3,.74,0.157,.81,0.10%,3.08,CF
95,1285,98,Jul 22,PIT,@,COL,L3-7,CG,4,2,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,.295,.387,.512,.899,3,.86,0.146,1.11,0.11%,1.46,CF
96,1286,99,Jul 23,PIT,@,COL,L3-13,GS-7,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.292,.384,.507,.891,3,.76,-0.070,.86,-0.05%,-0.88,CF
97,1287,100,Jul 24,PIT,@,SFG,W10-3,CG,5,5,1,1,0,0,1,4,0,0,1,0,0,0,0,0,0,0,.291,.382,.511,.893,3,.54,0.115,.53,0.07%,1.85,CF
98,1288,101,Jul 25,PIT,@,SFG,L3-11,GS-6,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.289,.379,.507,.886,3,.84,-0.062,.93,-0.04%,-1.07,CF
99,1289,102,Jul 26,PIT,@,SFG,L1-2,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.285,.376,.501,.877,3,1.57,-0.210,1.51,-0.12%,-1.24,CF
100,1290,103,Jul 28,PIT,@,SDP,L2-3,CG,4,3,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,.288,.379,.511,.890,3,1.22,0.327,1.05,0.17%,2.22,CF
101,1291,104,Jul 29,PIT,@,SDP,L2-4,CG,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.286,.378,.507,.885,3,1.09,-0.036,.80,-0.02%,0.28,CF
102,1292,105,Jul 30,PIT,@,SDP,W7-1,CG,5,3,4,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,.292,.385,.535,.920,3,.49,0.198,.32,0.08%,3.59,CF
103,1293,106,Aug 1,PIT,,CIN,L1-9,GS-6,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,.292,.385,.534,.918,3,1.04,-0.029,.75,-0.01%,-0.67,CF
104,1294,107,Aug 2,PIT,,CIN,L2-5,CG,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.294,.386,.533,.919,3,1.53,0.032,.91,0.01%,0.01,CF
105,1295,108,Aug 3,PIT,,CIN,W6-0,CG,4,4,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,.294,.385,.530,.915,3,.58,0.023,.29,0.01%,-0.50,CF
106,1296,109,Aug 4,PIT,,SDP,W10-6,CG,5,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.293,.383,.526,.908,3,1.00,-0.061,.63,-0.02%,-1.09,CF
107,1297,110,Aug 5,PIT,,SDP,L2-5,CG,4,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.291,.384,.523,.907,3,1.99,-0.123,1.44,-0.05%,-0.54,CF
108,1298,111,Aug 6,PIT,,SDP,W5-4,CG(12),5,3,1,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,.292,.386,.522,.908,3,1.65,0.072,.91,0.02%,1.01,CF
109,1299,112,Aug 7,PIT,,DET,W3-0,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.291,.385,.519,.904,3,.63,-0.027,.43,-0.01%,-0.47,CF
110,1300,113,Aug 8,PIT,,DET,W6-3,CG,4,4,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,.293,.386,.526,.912,3,.41,0.109,.32,0.05%,1.76,CF
111,1301,114,Aug 9,PIT,@,DET,L0-10,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.290,.382,.521,.904,3,.48,-0.050,.46,-0.03%,-0.78,CF
112,1302,115,Aug 10,PIT,@,DET,W7-5,CG,5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.287,.381,.516,.897,3,.77,-0.047,.67,-0.03%,-1.04,DH
113,1303,116,Aug 11,PIT,@,TOR,W4-2,GS-3,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.289,.381,.518,.899,3,1.08,0.092,1.11,0.06%,1.11,CF
114,1304,118 (1),Aug 13,PIT,@,TOR,L1-7,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.289,.382,.517,.899,3,.60,0.009,.61,0.01%,0.24,DH
115,1305,119,Aug 15,PIT,@,MIL,L1-3,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.287,.381,.513,.894,3,1.12,-0.019,1.08,-0.01%,-0.21,CF
116,1306,120,Aug 16,PIT,@,MIL,L6-7,CG,4,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.286,.380,.511,.891,3,1.32,-0.011,1.22,-0.01%,-0.08,CF
117,1307,121,Aug 17,PIT,,STL,L7-11,CG,5,4,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.291,.384,.515,.900,3,.79,0.129,.54,0.05%,1.59,CF
118,1308,122,Aug 18,PIT,,STL,L10-11,GS-7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.289,.382,.512,.894,3,.36,-0.028,.22,-0.01%,-0.50,CF
119,1309,123,Aug 19,PIT,,STL,W6-4,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.286,.379,.507,.886,3,.31,-0.032,.13,-0.01%,-1.02,CF
120,1310,124,Aug 20,PIT,,STL,W6-3,CG,4,4,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.288,.380,.509,.889,3,.85,0.051,.39,0.01%,0.93,CF
121,1311,125,Aug 21,PIT,,LAD,L5-6,CG(12),6,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.287,.379,.506,.885,3,1.70,0.041,.76,0.01%,-0.44,CF
122,1312,126,Aug 22,PIT,,LAD,L5-8,CG,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.287,.378,.503,.882,3,1.06,0.047,.37,0.01%,0.40,CF
123,1313,127,Aug 23,PIT,,LAD,W1-0,CG(10),3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.285,.376,.500,.876,3,.58,-0.044,.13,-0.01%,-0.31,CF
124,1314,128,Aug 24,PIT,,LAD,L2-5,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.283,.375,.497,.872,3,1.60,-0.146,.45,-0.02%,-0.71,CF
125,1315,129,Aug 25,PIT,@,CIN,L5-9,9-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.282,.374,.496,.870,5,.17,-0.004,.04,0.00%,-0.24,PH
126,1316,130,Aug 26,PIT,@,CIN,W1-0,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.280,.371,.491,.863,3,.55,-0.056,.11,-0.01%,-0.55,CF
127,1317,131,Aug 27,PIT,@,CIN,W5-2,CG,5,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.279,.372,.489,.861,3,.81,0.077,.16,0.01%,0.29,CF
128,1318,132,Aug 28,PIT,@,CHC,L1-6,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.279,.371,.487,.858,3,.77,0.015,.29,0.00%,-0.22,CF
129,1319,133,Aug 29,PIT,@,CHC,L1-4,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.277,.368,.483,.851,3,1.16,-0.116,.27,-0.02%,-0.92,CF
130,1320,134,Aug 30,PIT,@,CHC,L3-17,GS-6,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.277,.368,.482,.850,3,.72,0.008,.10,0.00%,-0.11,CF
131,1321,135,Sep 1,PIT,,CIN,L3-7,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.277,.367,.480,.847,3,.90,-0.018,.03,0.00%,-0.47,CF
