Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
11,431,11,Apr 17,PIT,@,ARI,W5-4,CG,5,5,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.381,.435,.429,.863,3,1.53,0.355,1.13,0.16%,1.31,CF
12,432,12,Apr 18,PIT,@,ARI,W2-1,CG,4,3,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.400,.460,.444,.904,3,1.50,0.036,1.21,0.02%,0.35,CF
13,433,13,Apr 20,PIT,,STL,L1-4,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.367,.426,.408,.834,3,1.22,-0.114,1.25,-0.07%,-1.04,CF
14,434,14,Apr 21,PIT,,STL,W2-0,CG,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.377,.431,.434,.865,3,.56,0.067,.54,0.04%,0.47,CF
15,435,15,Apr 22,PIT,,STL,L1-5,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.351,.403,.404,.807,3,.96,-0.087,.98,-0.05%,-0.91,CF
16,436,16,Apr 24,PIT,,COL,W5-4,CG,5,5,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,.339,.388,.403,.791,3,2.07,0.140,1.62,0.07%,0.71,CF
17,437,17,Apr 25 (1),PIT,,COL,L1-2,CG,4,4,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,.333,.380,.409,.789,3,1.06,-0.070,.91,-0.04%,-0.29,CF
18,438,18,Apr 25 (2),PIT,,COL,W5-1,CG,4,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.329,.373,.400,.773,3,.78,0.043,.63,0.02%,0.21,CF
19,439,19,Apr 27,PIT,@,ATL,L1-6,CG,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.324,.367,.392,.759,3,.99,0.030,.90,0.02%,0.19,CF
20,440,20,Apr 28,PIT,@,ATL,W4-2,CG,5,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,.321,.369,.397,.766,3,.55,-0.005,.45,0.00%,-0.06,CF
21,441,21,Apr 29,PIT,@,ATL,L3-4,CG,5,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,.305,.360,.378,.738,3,1.44,-0.125,1.24,-0.07%,-0.91,CF
22,442,22,Apr 30,PIT,@,ATL,W9-3,CG,5,4,1,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,.302,.351,.372,.723,3,.75,0.001,.61,0.00%,0.07,CF
23,443,23,May 1,PIT,@,STL,L7-10,CG,4,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,.303,.357,.393,.750,3,.32,0.014,.33,0.01%,0.36,CF
24,444,25 (1),May 3,PIT,@,STL,W6-3,GS-4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.297,.350,.385,.735,3,1.11,-0.056,1.05,-0.03%,-0.51,CF
25,445,27 (1),May 5,PIT,,CIN,W3-2,CG,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.298,.356,.383,.739,3,.48,-0.011,.40,-0.01%,-0.30,CF
26,446,29 (1),May 8,PIT,,WSN,W5-4,CG,4,2,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,.302,.370,.417,.787,3,1.02,0.123,.80,0.06%,1.18,CF
27,447,30,May 9,PIT,,WSN,W4-2,CG,4,4,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,.330,.393,.470,.863,3,.70,0.181,.56,0.09%,2.24,CF
28,448,31,May 10,PIT,,WSN,L2-4,CG,4,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,.330,.397,.466,.863,3,.97,0.114,.76,0.05%,0.93,CF
29,449,32,May 11,PIT,,HOU,L0-1,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,.318,.383,.449,.832,3,2.09,-0.312,1.67,-0.15%,-1.82,CF
30,450,33,May 12,PIT,,HOU,W5-2,CG,4,4,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,.342,.403,.495,.899,3,.55,0.168,.43,0.08%,1.77,CF
31,451,34,May 13,PIT,,HOU,W3-2,CG(12),5,4,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,.339,.403,.496,.899,3,1.76,0.057,1.47,0.03%,1.02,CF
32,452,35,May 14,PIT,@,MIA,W3-2,CG,4,3,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,.339,.398,.492,.890,3,.81,0.036,.71,0.02%,0.22,CF
33,453,36,May 15,PIT,@,MIA,L2-6,CG,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,.339,.401,.488,.889,3,.68,-0.034,.62,-0.02%,-0.14,CF
34,454,37,May 16,PIT,@,WSN,L4-7,CG,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.344,.404,.488,.892,3,.69,-0.003,.60,0.00%,0.32,CF
35,455,38,May 17,PIT,@,WSN,W5-3,CG,4,4,2,2,0,0,2,2,0,0,0,0,0,0,0,1,0,0,.349,.407,.535,.942,3,.63,0.093,.50,0.05%,1.27,CF
36,456,39,May 18,PIT,@,DET,L0-6,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.341,.403,.523,.925,3,.57,-0.029,.50,-0.02%,-0.54,CF
37,457,40,May 19,PIT,@,DET,W4-3,CG,4,4,2,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,.346,.405,.566,.971,3,1.31,0.331,1.09,0.17%,2.58,CF
38,458,41,May 20,PIT,@,DET,L3-4,CG,4,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,.336,.395,.550,.945,3,.86,-0.022,.81,-0.01%,-0.31,CF
39,459,42,May 21,PIT,,NYM,W5-4,CG,4,4,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.340,.398,.556,.953,3,1.52,-0.006,1.35,0.00%,0.46,CF
40,460,43,May 22,PIT,,NYM,L2-3,CG,4,3,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,.340,.394,.551,.945,3,1.88,0.114,1.75,0.06%,0.60,CF
41,461,44,May 23,PIT,,NYM,L1-3,CG,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.338,.391,.543,.934,3,1.79,-0.077,1.49,-0.04%,-0.03,CF
42,462,45,May 25,PIT,,CHC,W1-0,CG,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.331,.387,.532,.920,3,.77,-0.043,.57,-0.02%,-0.42,CF
43,463,46,May 26,PIT,,CHC,W3-2,CG,5,3,1,2,0,0,0,0,2,1,1,0,0,0,0,0,2,0,.338,.399,.535,.934,3,1.53,0.101,1.20,0.05%,0.92,CF
44,464,47,May 27,PIT,,CHC,W10-4,GS-7,4,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.342,.401,.553,.954,3,.56,-0.062,.48,-0.03%,0.38,CF
45,465,48,May 28,PIT,,CIN,W4-1,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.339,.398,.545,.943,3,.62,-0.048,.70,-0.03%,-0.59,CF
46,466,49,May 29,PIT,,CIN,L1-8,GS-9,3,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,.339,.397,.554,.950,3,.51,-0.001,.60,0.00%,-0.11,CF
47,467,50,May 30,PIT,,CIN,W2-1,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.331,.389,.541,.929,3,.99,-0.095,1.10,-0.06%,-0.72,CF
48,468,51,Jun 1,PIT,@,MIL,W8-2,CG,5,4,1,2,1,1,0,3,1,0,1,0,0,0,0,0,0,0,.335,.394,.557,.951,3,.65,0.149,.70,0.10%,2.65,CF
49,469,52,Jun 2,PIT,@,MIL,L1-5,CG,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.335,.396,.553,.949,3,.89,-0.043,1.00,-0.03%,-0.15,CF
50,470,53,Jun 3,PIT,@,MIL,W6-5,CG,5,5,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,1,.337,.396,.565,.961,3,1.15,0.181,1.20,0.11%,0.61,CF
51,471,54,Jun 5,PIT,@,CIN,W8-4,CG,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.333,.392,.556,.947,3,.40,-0.043,.57,-0.04%,-0.95,CF
52,472,55,Jun 6,PIT,@,CIN,L4-5,CG,4,3,1,1,0,0,1,3,1,0,1,0,0,0,0,0,0,0,.333,.394,.568,.961,3,.90,0.070,1.41,0.07%,1.99,CF
53,473,56,Jun 7,PIT,@,CIN,W5-4,CG(10),4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.332,.391,.561,.952,3,1.06,0.011,1.54,0.01%,0.20,CF
54,474,57,Jun 8,PIT,,KCR,W4-2,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.325,.384,.550,.934,3,.71,-0.047,.81,-0.03%,-0.88,CF
55,475,58,Jun 9,PIT,,KCR,W5-3,CG,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.320,.382,.542,.923,3,1.03,-0.102,1.21,-0.07%,-0.80,CF
56,476,59,Jun 10,PIT,,KCR,W3-2,CG,4,3,1,2,1,0,1,3,1,1,0,0,0,0,0,0,1,0,.325,.388,.563,.951,3,.73,0.288,.92,0.22%,2.93,CF
57,477,60,Jun 12,PIT,@,BAL,L6-8,CG,5,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,.324,.384,.557,.941,3,.78,-0.064,1.05,-0.05%,-0.27,CF
58,478,61,Jun 13,PIT,@,BAL,L1-7,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.322,.382,.551,.933,3,.78,-0.066,.98,-0.05%,-1.04,CF
59,479,62,Jun 14,PIT,@,BAL,L6-12,CG,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.326,.384,.550,.934,3,.18,-0.007,.23,-0.01%,0.40,CF
60,480,63,Jun 15,PIT,@,CLE,L0-2,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.321,.382,.543,.925,3,1.40,-0.055,1.70,-0.04%,-0.34,CF
61,481,64,Jun 16,PIT,@,CLE,W9-2,CG,5,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.323,.382,.540,.922,3,.57,0.043,.61,0.03%,-0.03,CF
62,482,65,Jun 17,PIT,@,CLE,W9-5,CG,5,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.325,.382,.541,.923,3,.73,0.114,.82,0.08%,0.48,CF
63,483,66,Jun 19,PIT,,MIN,W7-2,CG,5,4,1,3,1,0,1,2,1,0,0,0,0,0,0,0,1,0,.332,.390,.562,.952,3,.61,0.080,.75,0.06%,2.24,CF
64,484,67,Jun 20,PIT,,MIN,L1-2,CG,4,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,.332,.392,.559,.951,3,1.54,0.029,2.02,0.02%,-0.13,CF
65,485,68,Jun 21,PIT,,MIN,W9-1,CG,4,4,2,3,1,1,0,3,0,0,1,0,0,0,0,0,0,0,.339,.397,.574,.971,3,.83,0.224,1.05,0.17%,2.97,CF
66,486,69,Jun 22,PIT,,DET,W4-1,CG,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.346,.402,.577,.979,3,.38,0.071,.49,0.05%,1.32,CF
67,487,70,Jun 23,PIT,,DET,W4-1,CG,4,3,1,1,0,0,1,3,1,1,2,0,0,0,0,0,0,0,.345,.404,.586,.990,3,.70,0.195,.98,0.16%,2.01,CF
68,488,71,Jun 24,PIT,,DET,L2-3,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.340,.398,.577,.975,3,1.71,-0.171,2.39,-0.14%,-0.91,CF
69,489,72,Jun 25,PIT,@,PHI,L3-8,CG,4,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,.339,.396,.572,.968,3,.43,0.028,.62,0.02%,0.71,CF
70,490,73,Jun 26,PIT,@,PHI,L4-5,CG,4,4,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,.341,.397,.579,.976,3,1.28,0.171,1.75,0.14%,0.85,CF
71,491,74,Jun 27,PIT,@,PHI,W11-7,CG,5,5,2,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,.342,.397,.586,.984,3,.47,0.084,.61,0.07%,1.42,CF
72,492,75,Jun 28,PIT,@,PHI,W5-4,CG,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.336,.391,.576,.966,3,.82,-0.080,1.11,-0.07%,-1.28,CF
73,493,76,Jun 29,PIT,@,STL,W14-5,CG,6,5,4,4,1,0,1,3,1,0,0,0,0,0,0,0,0,0,.344,.399,.594,.994,3,.57,0.084,1.03,0.09%,3.99,CF
74,494,77,Jun 30,PIT,@,STL,W7-3,GS-7,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.346,.401,.593,.993,3,.45,-0.010,.82,-0.01%,-0.16,CF
75,495,79 (1),Jul 2,PIT,,HOU,W11-2,CG,5,5,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.354,.407,.600,1.007,3,.57,0.043,.86,0.04%,1.57,CF
76,496,80,Jul 3,PIT,,HOU,W8-7,CG,4,4,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,.360,.411,.612,1.024,3,1.04,0.169,1.54,0.15%,1.78,CF
77,497,81,Jul 4,PIT,,HOU,W6-4,CG,4,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.360,.412,.610,1.022,3,.77,0.034,1.14,0.03%,0.63,CF
78,498,82,Jul 5,PIT,,HOU,W2-0,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.356,.410,.603,1.014,3,.94,-0.054,1.46,-0.05%,-0.82,CF
79,499,83,Jul 6,PIT,,SFG,L5-6,CG,5,5,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,.360,.413,.610,1.023,3,1.37,0.199,2.14,0.19%,2.36,CF
80,500,84,Jul 7,PIT,,SFG,W3-1,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.359,.411,.605,1.017,3,.84,-0.035,1.34,-0.03%,-0.48,CF
81,501,85,Jul 8,PIT,,SFG,W13-2,CG,5,5,3,3,0,0,2,4,0,0,2,0,0,0,0,0,0,0,.362,.414,.625,1.039,3,.38,0.126,.59,0.12%,3.04,CF
82,502,86,Jul 13,PIT,@,MIL,L7-10,CG,5,4,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.367,.420,.636,1.055,3,1.00,0.110,1.66,0.11%,1.80,CF
83,503,87,Jul 14,PIT,@,MIL,W6-4,CG,5,4,1,1,0,0,1,2,1,0,2,0,0,0,0,0,0,0,.366,.419,.640,1.060,3,1.41,0.171,2.36,0.17%,1.51,CF
84,504,88,Jul 15,PIT,@,MIL,L1-4,CG,4,4,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.371,.423,.651,1.074,3,.78,0.133,1.30,0.13%,1.09,CF
85,505,89,Jul 16,PIT,@,COL,L4-5,CG,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.372,.424,.649,1.073,3,.97,-0.027,1.53,-0.03%,-0.30,CF
86,506,90,Jul 17,PIT,@,COL,W6-2,CG,5,4,2,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,.374,.426,.657,1.083,3,.55,0.143,.87,0.14%,1.70,CF
87,507,91,Jul 18,PIT,@,COL,W9-6,CG,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,.369,.423,.649,1.072,3,.58,-0.057,.95,-0.06%,-0.98,CF
88,508,92,Jul 20,PIT,,MIA,W4-3,CG,4,3,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,.372,.427,.649,1.075,3,1.14,-0.006,1.85,-0.01%,0.03,CF
89,509,93,Jul 21,PIT,,MIA,W5-1,CG,5,4,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,.371,.426,.644,1.070,3,.73,0.005,1.13,0.01%,-0.56,CF
90,510,94,Jul 22,PIT,,MIA,W3-0,CG,4,4,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,.372,.427,.642,1.070,3,.61,0.056,.97,0.05%,0.39,CF
91,511,95,Jul 23,PIT,,CHC,L0-2,CG,3,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,.373,.429,.642,1.071,3,1.06,-0.041,1.56,-0.04%,-0.17,CF
92,512,96,Jul 24,PIT,,CHC,L1-5,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.370,.427,.636,1.063,3,.68,-0.007,1.02,-0.01%,-0.09,CF
93,513,97,Jul 25,PIT,,CHC,W3-2,CG,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.369,.426,.634,1.060,3,.90,0.005,1.41,0.01%,-0.03,CF
94,514,98,Jul 26,PIT,@,HOU,W5-3,CG,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.368,.425,.629,1.054,3,.31,0.007,.46,0.01%,-0.73,CF
95,515,99,Jul 27,PIT,@,HOU,W6-5,CG,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,.369,.425,.633,1.059,3,1.28,0.083,1.93,0.08%,0.37,CF
96,516,100,Jul 28,PIT,@,HOU,W4-3,CG,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.369,.426,.631,1.057,3,1.19,0.090,1.68,0.08%,0.38,CF
97,517,101,Jul 29,PIT,@,HOU,L5-9,6-6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.368,.425,.629,1.054,8,3.22,-0.081,4.59,-0.07%,-0.75,PH
98,518,102,Jul 30,PIT,@,CHC,L4-14,CG,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.368,.426,.627,1.052,3,.37,0.034,.53,0.03%,0.56,CF
99,519,103,Jul 31,PIT,@,CHC,W5-0,CG,5,5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.371,.428,.629,1.057,3,.43,0.061,.64,0.05%,1.06,CF
100,520,104,Aug 1,PIT,@,CHC,W8-4,CG,5,3,3,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,.373,.432,.632,1.064,3,.83,0.227,1.19,0.20%,2.58,CF
101,521,105,Aug 3,PIT,@,CIN,L0-3,CG,4,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,.373,.433,.630,1.063,3,.83,-0.040,1.64,-0.05%,-0.37,CF
102,522,106,Aug 4,PIT,@,CIN,L4-5,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.369,.429,.623,1.052,3,1.09,-0.113,2.18,-0.14%,-0.85,CF
103,523,107,Aug 5,PIT,@,CIN,W6-2,CG,5,4,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,.368,.429,.627,1.056,3,.78,0.016,1.47,0.02%,0.58,CF
104,524,108,Aug 6,PIT,,ARI,W4-0,CG,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.369,.429,.626,1.055,3,.66,0.105,1.02,0.10%,0.85,CF
105,525,109,Aug 7,PIT,,ARI,L4-10,CG,5,3,0,2,1,0,0,2,1,1,1,0,0,1,0,0,0,0,.372,.431,.628,1.060,3,1.79,0.295,2.75,0.27%,1.86,CF
106,526,110,Aug 8,PIT,,ARI,W7-6,CG,4,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.370,.430,.625,1.054,3,.91,0.053,1.47,0.05%,0.16,CF
107,527,111,Aug 9,PIT,,ARI,L3-6,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.369,.428,.621,1.049,3,.68,-0.016,1.12,-0.02%,-0.08,CF
108,528,112,Aug 10,PIT,,SDP,L8-9,CG,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.365,.425,.615,1.040,3,1.37,-0.177,2.29,-0.18%,-1.05,CF
109,529,113,Aug 11,PIT,,SDP,L0-5,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.363,.423,.610,1.033,3,.59,-0.041,.93,-0.04%,-0.58,CF
110,530,114,Aug 12,PIT,,SDP,W11-5,CG,6,6,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.362,.422,.609,1.030,3,.62,0.108,.93,0.10%,0.48,CF
111,531,115,Aug 13,PIT,,LAD,L4-5,CG,4,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.362,.422,.607,1.029,3,.69,0.048,1.16,0.05%,0.38,CF
112,532,116,Aug 14,PIT,,LAD,L0-11,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.359,.419,.601,1.020,3,.79,-0.088,1.25,-0.08%,-1.15,CF
113,533,117,Aug 15,PIT,,LAD,L3-9,CG,4,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.358,.419,.606,1.025,3,.27,0.054,.45,0.05%,1.06,CF
114,534,118,Aug 16,PIT,,LAD,W10-6,CG,5,2,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,.359,.423,.606,1.029,3,.75,0.113,1.05,0.10%,0.91,CF
115,535,119,Aug 17,PIT,@,STL,W2-1,CG,4,2,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.360,.426,.605,1.031,3,1.10,0.137,2.13,0.16%,1.43,CF
116,536,120,Aug 18,PIT,@,STL,L4-5,CG,5,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,.356,.422,.598,1.020,3,2.48,-0.233,4.60,-0.26%,-1.59,CF
117,537,121,Aug 19,PIT,@,STL,W6-3,CG(19),9,8,0,2,0,0,0,3,1,1,4,0,0,0,0,0,0,0,.354,.420,.592,1.012,3,2.01,0.042,3.71,0.05%,1.75,CF
118,538,122,Aug 20,PIT,@,SDP,L1-3,CG,5,5,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.352,.418,.587,1.005,3,1.30,-0.088,1.98,-0.08%,-0.63,CF
119,539,123,Aug 21,PIT,@,SDP,L5-7,CG(10),5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,.350,.416,.583,.999,3,1.44,-0.062,2.13,-0.06%,-0.37,CF
120,540,124,Aug 22,PIT,@,SDP,L2-4,CG,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.349,.414,.580,.995,3,.48,-0.010,.67,-0.01%,-0.08,CF
121,541,125,Aug 24,PIT,,MIL,L5-6,CG,4,3,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,.349,.415,.579,.994,3,1.30,0.112,1.72,0.09%,0.91,CF
122,542,126,Aug 25,PIT,,MIL,W4-0,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,.346,.412,.574,.985,3,.35,-0.035,.42,-0.03%,-0.66,CF
123,543,127,Aug 26,PIT,,MIL,L0-7,CG,5,4,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,.343,.410,.569,.979,3,.32,-0.023,.40,-0.02%,-1.19,CF
124,544,128,Aug 27,PIT,,STL,L3-4,CG,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.345,.411,.568,.979,3,1.35,0.087,2.20,0.09%,0.57,CF
125,545,129,Aug 28,PIT,,STL,W9-0,CG,5,5,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.345,.410,.568,.979,3,.53,-0.012,.72,-0.01%,-0.95,CF
126,546,130,Aug 29,PIT,,STL,W5-0,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.344,.409,.566,.975,3,.57,-0.063,.91,-0.06%,-0.87,CF
127,547,132 (1),Sep 1,PIT,@,MIL,L2-3,CG,4,4,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,.346,.410,.567,.977,3,1.74,0.245,2.14,0.18%,0.88,CF
128,548,133,Sep 2,PIT,@,MIL,L8-12,CG,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.344,.408,.564,.972,3,.79,-0.102,.91,-0.07%,-1.48,CF
129,549,134,Sep 3,PIT,,HOU,L1-5,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.341,.405,.559,.964,3,.65,-0.061,.67,-0.04%,-0.67,CF
130,550,135,Sep 4,PIT,,HOU,W6-2,CG,4,4,1,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,.347,.409,.565,.974,3,.75,0.260,.59,0.12%,3.59,CF
131,551,136,Sep 5,PIT,,HOU,W6-3,CG,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.345,.408,.561,.969,3,.49,0.015,.44,0.01%,-0.38,CF
132,552,137,Sep 7,PIT,,CHC,L2-12,GS-8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.343,.406,.558,.964,3,.30,-0.023,.31,-0.01%,-0.60,CF
