Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Pos
121,1738,137,Sep 6,PHI,@,MIL,W12-0,GS-8,5,5,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,.224,.340,.446,.786,5,.30,-0.040,.59,-0.05%,-0.33,14.00,18.70,LF
122,1739,138,Sep 7,PHI,@,MIL,L0-10,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.222,.337,.441,.779,4,.63,-0.083,1.35,-0.11%,-1.26,0.00,0.00,LF
123,1740,139,Sep 8,PHI,@,MIL,L3-4,7-GF,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.221,.336,.439,.775,8,1.82,-0.102,3.48,-0.12%,-0.34,0.00,0.00,PH LF
124,1741,140,Sep 9,PHI,,COL,L3-4,CG,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.221,.335,.440,.775,5,1.30,0.112,2.39,0.12%,0.18,5.00,6.00,LF
125,1742,141,Sep 10,PHI,,COL,L2-11,CG,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.219,.333,.436,.768,6,.93,-0.089,1.41,-0.08%,-1.40,0.00,0.00,LF
126,1743,142,Sep 11,PHI,,COL,W6-1,GS-8,4,3,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,.222,.336,.440,.776,4,.80,0.123,.83,0.08%,1.29,12.00,15.20,LF
127,1744,143,Sep 12,PHI,,COL,L4-5,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.222,.335,.439,.774,9,4.91,-0.139,7.96,-0.14%,-0.36,0.00,0.00,PH
128,1745,144,Sep 14,PHI,,CHC,L3-6,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.220,.333,.435,.767,4,1.17,-0.128,1.39,-0.09%,-1.21,0.00,0.00,LF
129,1746,145,Sep 15,PHI,,CHC,W6-5,GS-9,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.218,.332,.432,.764,6,.44,-0.023,.48,-0.02%,-0.38,4.00,6.20,LF
130,1747,146,Sep 16,PHI,,CHC,W17-8,CG,5,5,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,.220,.333,.436,.768,6,.58,-0.019,.76,-0.02%,1.17,18.00,25.40,LF
131,1748,148 (1),Sep 18,PHI,@,NYM,W5-3,GS-8,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.221,.334,.437,.771,6,.44,0.019,.93,0.03%,0.34,7.00,9.00,LF
132,1749,149,Sep 19,PHI,@,NYM,L2-3,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.219,.331,.433,.765,5,1.36,-0.139,3.48,-0.21%,-1.01,0.00,0.00,LF
133,1750,150,Sep 20,PHI,,BAL,L0-2,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.219,.331,.432,.763,5,1.17,-0.048,2.41,-0.06%,-0.19,3.00,3.00,LF
134,1751,151,Sep 21,PHI,,BAL,W3-2,CG(10),4,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.222,.332,.435,.767,6,1.68,0.118,2.24,0.09%,0.70,10.00,12.50,LF
135,1752,152,Sep 22,PHI,,BAL,W4-3,GS-9,4,4,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,.222,.331,.440,.771,5,1.26,0.265,1.64,0.21%,0.69,16.00,22.20,LF
136,1753,153,Sep 23,PHI,,PIT,W12-6,GS-8,4,3,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,.223,.333,.441,.774,4,.80,0.051,.00,0.00%,0.79,13.00,18.90,LF
137,1754,154,Sep 24,PHI,,PIT,W8-6,GS-9,4,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.223,.334,.440,.774,6,1.58,0.168,2.81,0.18%,0.82,9.00,12.40,LF
138,1755,155,Sep 25,PHI,,PIT,W3-0,GS-9,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.222,.335,.438,.774,6,.54,0.012,1.34,0.02%,0.26,4.00,6.00,LF
139,1756,156,Sep 26,PHI,,PIT,L0-6,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.221,.333,.435,.767,6,.96,-0.093,2.41,-0.14%,-0.92,0.00,0.00,LF
140,1757,157,Sep 28,PHI,@,ATL,L1-2,CG,4,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,.220,.334,.433,.767,6,1.79,0.007,5.16,0.01%,-0.13,4.00,6.00,LF
141,1758,158,Sep 29,PHI,@,ATL,L2-7,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.218,.332,.429,.761,5,.80,-0.083,.59,-0.04%,-0.79,0.00,0.00,LF
142,1759,159,Sep 30,PHI,@,ATL,L3-5,CG,4,3,1,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,.221,.335,.439,.774,6,1.02,0.123,.00,0.00%,2.38,23.00,31.20,LF
143,1760,161 (1),Oct 2,PHI,@,MIA,L1-3,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.221,.334,.438,.771,4,1.07,-0.053,.00,0.00%,-0.50,3.00,3.00,LF
144,1761,162,Oct 3,PHI,@,MIA,L4-5,GS-3,2,2,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,.222,.334,.444,.778,5,1.70,0.127,.00,0.00%,1.07,16.00,22.20,LF
,,,,,,,68-76,,574,482,78,107,24,1,27,80,81,2,132,4,0,7,3,10,6,1,.222,.334,.444,.778,,1.02,0.787,1.27,0.00%,13.18,1079.00,1462.60,
