Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Pos
31,1648,35,May 9,PHI,@,ATL,L1-6,CG,4,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,.227,.338,.400,.738,1,.68,0.102,.89,0.08%,0.96,16.00,21.70,LF
32,1649,36,May 11,PHI,@,WSN,W6-2,CG,5,3,1,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,.221,.333,.389,.723,1,1.06,-0.062,1.27,-0.04%,-0.92,6.00,9.70,LF
33,1650,37,May 12,PHI,@,WSN,W5-2,CG(10),5,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.224,.343,.388,.731,1,1.33,0.025,1.72,0.02%,0.31,9.00,12.20,LF
34,1651,38,May 13,PHI,@,WSN,L1-5,CG,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,.227,.347,.395,.742,1,.94,0.155,1.14,0.11%,1.48,14.00,18.20,LF
35,1652,39,May 14,PHI,@,TOR,W5-1,CG,5,3,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,.230,.356,.393,.749,1,.91,-0.029,1.04,-0.02%,-0.03,7.00,9.00,LF
36,1653,40,May 15,PHI,@,TOR,L0-4,CG,5,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.224,.357,.384,.741,1,1.12,-0.033,1.37,-0.02%,-0.64,4.00,6.00,LF
37,1654,41,May 16,PHI,@,TOR,L8-10,CG,5,5,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,.223,.352,.400,.752,1,.47,-0.042,.55,-0.03%,0.06,14.00,18.70,DH
38,1655,42,May 18,PHI,,MIA,W8-3,CG,5,2,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,.220,.354,.394,.748,1,1.45,-0.013,1.83,-0.01%,-0.35,8.00,12.70,LF
39,1656,43,May 19,PHI,,MIA,L1-3,GS-9,4,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,.222,.357,.415,.772,1,1.56,0.057,2.13,0.05%,0.54,16.00,21.70,LF
40,1657,44,May 20,PHI,,MIA,L0-6,CG,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,.216,.349,.403,.752,1,.77,-0.101,.98,-0.08%,-1.09,0.00,0.00,LF
41,1658,45,May 21,PHI,,BOS,L3-11,CG,5,5,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,.215,.345,.403,.747,1,.41,-0.017,.44,-0.01%,-0.68,7.00,9.20,LF
42,1659,46,May 22,PHI,,BOS,L3-4,CG,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.215,.341,.396,.737,1,2.33,-0.253,2.34,-0.15%,-1.30,3.00,3.00,LF
43,1660,47,May 23,PHI,,BOS,W6-2,CG,5,4,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,.209,.332,.386,.717,1,.39,-0.038,.36,-0.02%,-1.10,2.00,3.50,LF
44,1661,48,May 24,PHI,@,MIA,L6-9,CG,5,4,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,.210,.333,.389,.722,1,.76,0.046,.87,0.03%,1.92,11.00,15.70,LF
45,1662,49,May 25,PHI,@,MIA,W2-0,9-9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.209,.332,.386,.718,9,.29,-0.008,.34,-0.01%,-0.24,0.00,0.00,PH
46,1663,50,May 26,PHI,@,MIA,L2-4,CG,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.202,.323,.374,.697,1,1.55,-0.215,1.76,-0.15%,-1.87,0.00,0.00,LF
47,1664,52 (1),May 29,PHI,@,TBR,L3-5,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.198,.317,.365,.682,1,1.01,-0.134,1.01,-0.08%,-1.00,0.00,0.00,LF
48,1665,53,May 30,PHI,@,TBR,L2-6,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.199,.316,.363,.678,6,.88,-0.027,.80,-0.02%,-0.23,3.00,3.00,LF
49,1666,54,May 31,PHI,@,CIN,L1-11,CG,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.201,.319,.362,.681,6,.42,-0.007,.38,0.00%,0.00,5.00,6.00,LF
50,1667,55,Jun 1,PHI,@,CIN,W17-3,GS-8,5,3,2,2,0,0,2,4,2,0,0,0,0,0,0,0,0,0,.209,.330,.401,.731,6,.62,0.067,.52,0.03%,3.58,36.00,50.40,LF
51,1668,56,Jun 4,PHI,,WSN,L1-2,CG,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.217,.335,.411,.746,6,1.38,0.027,1.36,0.02%,-0.17,8.00,9.00,LF
52,1669,57,Jun 5,PHI,,WSN,W5-2,GS-7,3,3,1,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,.219,.335,.426,.761,6,1.00,0.263,1.00,0.16%,2.20,18.00,25.70,LF
53,1670,58,Jun 6,PHI,,WSN,W12-6,CG,4,4,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.225,.338,.433,.771,5,1.03,0.102,1.06,0.06%,1.15,14.00,18.90,LF
54,1671,59,Jun 8,PHI,,ATL,L5-9,CG,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.224,.335,.427,.762,6,1.05,-0.053,1.17,-0.04%,-0.57,3.00,3.00,LF
55,1672,60,Jun 9,PHI,,ATL,W2-1,CG,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.221,.333,.421,.754,5,1.69,-0.010,1.85,-0.01%,-0.67,4.00,6.20,LF
56,1673,61,Jun 10,PHI,,ATL,W4-3,CG(10),4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.216,.328,.412,.740,5,1.37,-0.139,1.52,-0.09%,-0.88,0.00,0.00,LF
57,1674,62,Jun 12,PHI,,NYY,W8-7,CG(10),5,3,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,.218,.329,.411,.740,6,1.29,-0.008,1.25,-0.01%,-0.05,9.00,12.70,LF
58,1675,63,Jun 13,PHI,,NYY,W7-0,GS-9,4,3,1,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,.224,.336,.424,.760,6,.29,0.065,.31,0.04%,1.92,18.00,25.20,LF
59,1676,64,Jun 14,PHI,@,LAD,L1-3,CG,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.222,.339,.420,.759,6,1.29,-0.013,1.46,-0.01%,0.18,4.00,6.00,LF
60,1677,65,Jun 15,PHI,@,LAD,L3-5,CG,4,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,.224,.341,.433,.775,6,1.61,0.005,1.65,0.00%,0.57,16.00,21.70,LF
61,1678,66,Jun 16,PHI,@,LAD,W2-0,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.221,.340,.427,.767,4,.78,-0.028,.77,-0.02%,-0.34,2.00,3.00,LF
62,1679,67,Jun 18,PHI,@,SFG,L3-5,CG,4,4,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,.226,.342,.442,.785,4,.77,0.190,.77,0.11%,1.53,19.00,25.20,LF
63,1680,68,Jun 19,PHI,@,SFG,W13-6,GS-8,5,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.231,.347,.443,.790,5,1.36,0.085,1.36,0.05%,0.97,12.00,15.40,LF
64,1681,69,Jun 20,PHI,@,SFG,L2-11,GS-6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.228,.343,.438,.781,5,.77,-0.060,.81,-0.04%,-0.80,0.00,0.00,LF
65,1682,70,Jun 22,PHI,,WSN,L2-3,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,.225,.342,.432,.774,5,1.38,-0.005,1.65,0.00%,0.38,2.00,3.00,LF
66,1683,71,Jun 23,PHI,,WSN,L12-13,5-6,1,1,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,.228,.344,.447,.792,9,3.72,0.329,3.97,0.21%,3.33,20.00,29.20,PH
67,1684,72,Jun 25 (1),PHI,@,NYM,L1-2,8-GF(8),1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.227,.343,.445,.788,5,4.88,-0.128,5.64,-0.09%,-0.43,0.00,0.00,PH LF
68,1685,73,Jun 25 (2),PHI,@,NYM,W2-1,CG(8),3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.225,.343,.442,.784,4,1.10,-0.040,1.13,-0.03%,-0.30,2.00,3.00,LF
69,1686,74,Jun 26,PHI,@,NYM,L3-4,CG,4,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,2,0,.227,.345,.442,.787,5,2.22,0.322,2.72,0.24%,1.07,21.00,27.90,LF
70,1687,75,Jun 27,PHI,@,NYM,W4-2,CG,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.235,.349,.445,.795,3,.38,0.032,.42,0.02%,0.03,11.00,12.20,LF
71,1688,76,Jun 28,PHI,@,CIN,L4-12,CG,5,3,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.232,.350,.440,.790,3,.79,0.035,.69,0.02%,0.15,6.00,9.20,LF
72,1689,77,Jun 29,PHI,,MIA,W4-3,CG,4,4,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,.233,.349,.437,.786,5,.80,0.060,.69,0.03%,0.36,5.00,6.50,LF
73,1690,78,Jun 30,PHI,,MIA,L6-11,CG,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.231,.351,.433,.784,5,.93,0.084,.78,0.04%,0.54,6.00,9.20,LF
74,1691,79,Jul 2,PHI,,SDP,W4-3,CG(10),4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.227,.346,.426,.773,5,.55,-0.057,.43,-0.03%,-0.55,2.00,3.20,LF
75,1692,80,Jul 3,PHI,,SDP,W4-2,CG,4,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,.229,.352,.427,.778,5,.62,0.030,.50,0.01%,0.37,14.00,18.20,LF
76,1693,81,Jul 4,PHI,,SDP,L1-11,GS-9,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,.227,.350,.422,.772,2,.76,-0.114,.73,-0.07%,-1.43,2.00,3.00,LF
77,1694,82,Jul 5,PHI,@,CHC,W13-3,GS-9,5,5,2,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,.234,.354,.433,.787,4,.93,0.267,.73,0.13%,2.30,19.00,24.90,LF
78,1695,83,Jul 6,PHI,@,CHC,W15-10,GS-7,5,5,1,1,0,0,1,4,0,0,2,0,0,0,0,0,0,0,.233,.352,.440,.792,4,.65,0.131,.59,0.07%,0.55,20.00,29.20,LF
79,1696,84,Jul 7,PHI,@,CHC,L3-8,CG,4,4,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,.233,.351,.448,.799,4,.51,0.066,.51,0.04%,1.08,16.00,22.20,LF
80,1697,86 (1),Jul 9,PHI,@,BOS,L5-11,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.234,.349,.445,.795,4,.57,-0.035,.57,-0.02%,-0.84,3.00,3.00,LF
81,1698,87,Jul 10,PHI,@,BOS,W11-2,CG,5,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.231,.350,.440,.791,4,.66,0.004,.61,0.00%,0.30,6.00,9.20,LF
82,1699,88,Jul 11,PHI,@,BOS,W5-4,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.228,.346,.434,.780,4,.78,-0.082,.79,-0.05%,-0.98,0.00,0.00,LF
83,1700,89,Jul 16 (1),PHI,,MIA,W5-2,6-7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.228,.348,.434,.782,9,.07,0.002,.08,0.00%,0.21,2.00,3.00,PH
84,1701,90,Jul 16 (2),PHI,,MIA,L0-7,CG(7),3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.227,.351,.433,.783,4,.79,-0.006,.91,0.00%,0.17,4.00,6.00,LF
85,1702,91,Jul 17 susp,PHI,,MIA,W4-2,CG(10),4,3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,.228,.350,.432,.781,4,.84,-0.020,1.07,-0.02%,-0.25,5.00,6.50,LF
86,1703,92,Jul 18,PHI,,MIA,W7-4,CG,4,3,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,.229,.351,.441,.792,4,1.23,0.140,1.60,0.11%,0.89,18.00,25.20,LF
87,1704,93,Jul 20,PHI,@,NYY,L4-6,CG,5,4,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,.229,.352,.449,.801,4,1.16,0.018,1.54,0.01%,0.68,16.00,21.70,LF
88,1705,94,Jul 21,PHI,@,NYY,L5-6,CG(10),5,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,.230,.353,.449,.802,4,1.79,-0.159,2.22,-0.12%,-0.54,7.00,9.00,LF
89,1706,95,Jul 22,PHI,,ATL,L2-7,8-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.229,.352,.448,.799,6,.46,-0.013,.60,-0.01%,-0.32,0.00,0.00,PH LF
90,1707,96,Jul 23,PHI,,ATL,W5-1,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.229,.351,.445,.796,4,.85,-0.021,1.04,-0.02%,-0.45,3.00,3.00,LF
91,1708,97,Jul 24,PHI,,ATL,L3-15,CG,5,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.236,.357,.449,.806,4,.44,-0.002,.56,0.00%,1.46,13.00,15.20,LF
92,1709,98,Jul 25,PHI,,ATL,W2-1,CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.234,.354,.445,.799,4,.82,-0.061,1.05,-0.05%,-0.64,0.00,0.00,LF
93,1710,99,Jul 26,PHI,,WSN,W6-5,CG,5,4,2,2,1,0,1,3,1,0,1,0,0,0,0,0,0,0,.237,.357,.458,.815,4,2.29,0.784,2.91,0.60%,2.61,27.00,37.90,LF
94,1711,100,Jul 27,PHI,,WSN,L4-6,CG,5,5,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,.237,.355,.464,.819,4,.88,-0.026,1.11,-0.02%,-0.02,14.00,18.70,LF
95,1712,101,Jul 29 (1),PHI,,WSN,L1-3,CG(7),3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,.234,.352,.459,.812,4,2.19,-0.244,2.64,-0.18%,-1.59,0.00,0.00,LF
96,1713,102,Jul 29 (2),PHI,,WSN,W11-8,CG(8),4,3,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,.238,.356,.471,.827,4,.84,0.050,.95,0.03%,1.51,23.00,31.40,LF
97,1714,103,Jul 30,PHI,@,PIT,L0-7,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.236,.355,.466,.821,4,.45,-0.044,.50,-0.03%,-0.37,2.00,3.00,LF
98,1715,104,Jul 31,PHI,@,PIT,L2-3,GS-7,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,.234,.353,.462,.815,4,1.41,-0.172,1.65,-0.12%,-1.25,0.00,0.00,LF
99,1716,114 (9),Aug 11,PHI,,LAD,L2-8,CG,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.235,.354,.461,.815,4,1.03,-0.022,1.81,-0.02%,-0.08,5.00,6.00,LF
100,1717,115,Aug 12,PHI,,LAD,W2-1,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.232,.350,.455,.806,4,.79,-0.076,1.30,-0.08%,-0.93,0.00,0.00,LF
101,1718,116,Aug 13,PHI,,CIN,L1-6,GS-8,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.230,.348,.451,.799,6,1.09,-0.092,1.86,-0.09%,-0.97,0.00,0.00,LF
102,1719,117,Aug 14,PHI,,CIN,W6-1,CG,4,4,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,.230,.347,.458,.805,5,.49,-0.041,.86,-0.04%,0.36,14.00,18.70,LF
103,1720,118,Aug 15,PHI,,CIN,L4-7,CG,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.227,.343,.451,.794,5,1.18,-0.150,2.13,-0.16%,-1.37,0.00,0.00,LF
104,1721,119,Aug 17,PHI,@,ARI,L2-3,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.225,.342,.447,.789,5,.98,-0.041,1.60,-0.04%,-0.19,2.00,3.00,LF
105,1722,120,Aug 18,PHI,@,ARI,L2-4,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.225,.341,.445,.786,6,1.31,-0.092,1.96,-0.08%,-0.42,3.00,3.00,LF
106,1723,121,Aug 19,PHI,@,ARI,L2-6,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.223,.338,.440,.778,4,.88,-0.093,1.16,-0.07%,-0.91,0.00,0.00,LF
107,1724,122,Aug 20,PHI,@,SDP,W4-3,CG,4,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.223,.337,.441,.778,4,.91,0.064,1.13,0.05%,0.37,7.00,9.50,LF
108,1725,123,Aug 21,PHI,@,SDP,L3-4,CG(10),5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,.220,.333,.435,.768,5,2.01,-0.260,2.67,-0.21%,-1.91,0.00,0.00,LF
109,1726,125 (1),Aug 24,PHI,,TBR,L1-3,7-8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.220,.333,.434,.766,9,.81,-0.021,.87,-0.01%,-0.11,0.00,0.00,PH
110,1727,126,Aug 25,PHI,,TBR,L4-7,CG,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.223,.334,.434,.768,5,1.12,-0.003,1.21,0.00%,0.04,8.00,9.20,LF
111,1728,127,Aug 26,PHI,,ARI,L7-8,6-7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.222,.333,.433,.766,7,.73,-0.021,.76,-0.01%,-0.32,0.00,0.00,PH
112,1729,128,Aug 27,PHI,,ARI,W7-6,7-8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.222,.335,.433,.768,9,1.51,0.056,1.29,0.03%,0.39,4.00,6.20,PH
113,1730,129,Aug 28,PHI,,ARI,W7-0,GS-8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.220,.332,.429,.760,5,.22,-0.022,.18,-0.01%,-0.09,0.00,0.00,LF
114,1731,130,Aug 29,PHI,,ARI,W7-4,CG,4,2,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,.221,.336,.429,.764,4,.98,0.134,1.05,0.09%,1.39,11.00,15.70,LF
115,1732,131,Aug 30,PHI,@,WSN,W7-4,GS-7,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.219,.335,.426,.760,4,.67,-0.034,.78,-0.02%,-0.56,4.00,6.20,LF
116,1733,132,Aug 31,PHI,@,WSN,W12-6,GS-9,6,4,2,2,1,0,1,3,2,0,0,0,0,0,0,0,0,0,.222,.339,.437,.776,4,.88,0.220,1.26,0.19%,2.47,29.00,40.90,LF
117,1734,133,Sep 2,PHI,@,WSN,W7-6,CG,5,5,1,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,.224,.340,.439,.778,5,.84,0.123,1.54,0.14%,2.46,18.00,26.20,LF
118,1735,134,Sep 3,PHI,@,MIA,L3-10,CG,4,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.226,.343,.439,.782,5,.70,0.017,1.33,0.02%,0.63,11.00,15.40,LF
119,1736,135,Sep 4,PHI,@,MIA,L2-3,CG,4,4,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,.226,.342,.445,.787,5,.93,0.054,1.77,0.06%,0.04,14.00,18.70,LF
120,1737,136,Sep 5,PHI,@,MIA,W4-3,CG(10),4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.224,.342,.441,.783,4,1.42,-0.030,2.67,-0.03%,-0.59,2.00,3.00,LF
