Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Pos
118,118,141,Sep 6,PIT,,STL,W9-4,CG,5,5,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,.331,.396,.536,.932,2,1.33,-0.149,.00,0.00%,-0.39,,,LF
119,119,142,Sep 7,PIT,,STL,L1-10,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.330,.395,.533,.928,2,.51,-0.051,.00,0.00%,-0.68,,,LF
120,120,143,Sep 8,PIT,,STL,L0-2,GS-9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.327,.391,.529,.920,2,1.41,-0.145,.00,0.00%,-1.13,,,LF
121,121,144,Sep 9,PIT,@,SFG,W6-4,CG,5,5,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,.328,.391,.529,.921,2,1.88,0.270,.00,0.00%,0.92,,,CF
122,122,145,Sep 10,PIT,@,SFG,L4-5,CG,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.330,.392,.529,.922,2,.90,0.008,.00,0.00%,0.45,,,CF
123,123,146,Sep 11,PIT,@,SFG,W6-3,CG,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.326,.388,.523,.912,2,.67,-0.088,.00,0.00%,-1.77,,,CF
124,124,147,Sep 12,PIT,@,SFG,W4-2,CG,4,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,.325,.387,.521,.908,2,.63,-0.017,.00,0.00%,-0.35,,,CF
125,125,148,Sep 13,PIT,@,CHC,L8-17,GS-6,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.323,.386,.517,.904,2,.76,0.021,.00,0.00%,-0.18,,,CF
126,126,149,Sep 14,PIT,@,CHC,L1-14,GS-7,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.321,.385,.514,.899,2,.49,-0.049,.00,0.00%,-0.67,,,CF
127,127,150,Sep 15,PIT,@,CHC,L6-16,CG,5,5,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,.322,.385,.517,.903,2,.84,0.217,.00,0.00%,2.36,,,CF
128,128,152 (1),Sep 18,PIT,,SEA,L1-4,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.320,.384,.514,.898,2,.80,-0.037,.00,0.00%,-0.37,,,CF
129,129,153,Sep 19,PIT,,SEA,L5-6,CG(11),5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.317,.383,.510,.892,2,1.43,-0.100,.00,0.00%,-0.56,,,CF
130,130,154,Sep 20,PIT,@,MIL,L1-10,CG,4,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.321,.385,.516,.901,2,.49,0.053,.00,0.00%,1.23,,,CF
131,131,155,Sep 21,PIT,@,MIL,L1-10,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.318,.382,.511,.894,2,.41,-0.042,.00,0.00%,-0.69,,,CF
132,132,156,Sep 22,PIT,@,MIL,L3-4,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.318,.381,.509,.891,2,.97,-0.078,.00,0.00%,-0.32,,,CF
133,133,157,Sep 24,PIT,,CHC,W9-2,CG,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.314,.378,.504,.882,2,.99,-0.103,.00,0.00%,-0.01,,,CF
134,134,158,Sep 25,PIT,,CHC,W4-2,GS-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.314,.377,.503,.880,2,.62,-0.016,.00,0.00%,-0.17,,,CF
,,,,,,,55-79,,546,491,83,154,37,4,16,68,46,0,121,6,0,3,6,9,3,2,.314,.377,.503,.880,,.98,2.560,.48,1.05%,29.56,,,
