Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
11,11,63,14-Jun,PIT,,DET,"W,6-3",CG,5,3,2,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0.327,0.377,0.429,0.806,1,0.58,0.118,0.4,0.05%,2.11,CF
12,12,64,16-Jun,PIT,@,MIN,"L,2-8",CG,5,5,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333,0.379,0.444,0.824,1,0.7,-0.025,0.56,-0.01%,-0.74,CF
13,13,65,17-Jun,PIT,@,MIN,"W,8-2",CG,5,5,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0.339,0.381,0.492,0.872,1,0.79,0.152,0.57,0.07%,1.07,CF
14,14,66,18-Jun,PIT,@,MIN,"L,1-5",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.373,0.476,0.849,1,0.82,-0.007,0.59,0.00%,-0.28,CF
15,15,67,19-Jun,PIT,@,COL,"L,3-7",CG,5,5,0,2,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0.338,0.375,0.515,0.89,1,0.44,-0.027,0.33,-0.01%,1.07,CF
16,16,68,20-Jun,PIT,@,COL,"L,7-9",CG,5,5,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0.329,0.364,0.521,0.884,1,1.69,0.204,1.1,0.08%,1.26,CF
17,17,69,21-Jun,PIT,@,COL,"L,4-5",CG,5,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.366,0.538,0.904,1,1.4,-0.066,0.84,-0.02%,0.06,CF
18,18,70,23-Jun,PIT,,CLE,"L,4-5",CG,5,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.325,0.356,0.518,0.874,1,1.43,0.012,0.68,0.00%,-0.09,CF
19,19,71,24-Jun,PIT,,CLE,"W,10-6",CG,5,4,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.322,0.359,0.506,0.864,1,0.6,0.042,0.25,0.01%,0.92,CF
20,20,72,25-Jun,PIT,,CLE,"W,3-2",CG,5,4,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.33,0.371,0.516,0.888,1,2.43,0.311,1.12,0.09%,1.74,CF
21,21,73,26-Jun,PIT,,KCR,"W,5-3",CG,4,2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0.323,0.376,0.505,0.882,1,0.79,0.062,0.44,0.02%,0.42,CF
22,22,74,27-Jun,PIT,,KCR,"W,6-2",CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0.362,0.485,0.846,1,0.84,-0.09,0.58,-0.04%,-1.08,CF
23,23,75,28-Jun,PIT,,KCR,"L,2-3",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.297,0.349,0.465,0.814,1,1.18,-0.121,0.82,-0.05%,-0.86,CF
24,24,76,29-Jun,PIT,,CHC,"L,1-3",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.295,0.345,0.457,0.802,1,1.48,-0.09,1.03,-0.04%,-0.7,CF
25,25,77,30-Jun,PIT,,CHC,"W,3-0",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.284,0.333,0.44,0.774,1,0.77,-0.082,0.49,-0.03%,-1.04,CF
26,26,78,01-Jul,PIT,,CHC,"L,1-4",CG,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.339,0.451,0.79,1,1.3,0.02,0.88,0.01%,0.24,CF
27,27,79,02-Jul,PIT,,NYM,"L,8-9",CG(10),6,5,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.288,0.339,0.449,0.788,1,2.06,-0.089,1.02,-0.03%,0.4,CF
28,28,80,03-Jul,PIT,@,FLA,"W,7-4",CG,5,5,2,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.293,0.341,0.455,0.796,1,0.48,0.039,0.2,0.01%,1.41,CF
29,29,81,04-Jul,PIT,@,FLA,"L,3-5",CG,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.294,0.346,0.452,0.798,1,1.18,0.007,0.63,0.00%,0.02,CF
30,30,82,05-Jul,PIT,@,FLA,"L,0-5",CG,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.3,0.35,0.454,0.804,1,0.57,0.056,0.25,0.01%,0.11,CF
31,31,83,06-Jul,PIT,@,HOU,"L,1-4",CG,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.295,0.354,0.447,0.801,1,0.77,0.065,0.35,0.02%,0.74,CF
32,32,84,07-Jul,PIT,@,HOU,"W,6-3",CG,5,5,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.299,0.356,0.453,0.808,1,0.79,-0.008,0.29,0.00%,-0.48,CF
33,33,85,08-Jul,PIT,@,HOU,"L,0-5",CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.291,0.346,0.44,0.786,1,0.54,-0.053,0.2,-0.01%,-0.85,CF
34,34,86,10-Jul,PIT,@,PHI,"L,2-3",CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.283,0.338,0.428,0.765,1,0.93,-0.094,0.29,-0.02%,-0.8,CF
35,35,87,11-Jul,PIT,@,PHI,"L,7-8",CG,5,5,2,2,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0.287,0.34,0.453,0.793,1,0.71,0.102,0.17,0.02%,1.84,CF
36,36,88,12-Jul,PIT,@,PHI,"L,2-5",CG,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.292,0.343,0.455,0.798,1,0.49,0.014,0.11,0.00%,0.43,CF
37,37,89,17-Jul,PIT,,SFG,"W,2-1",CG(14),6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.281,0.331,0.438,0.769,1,1.32,-0.194,0.21,-0.02%,-1.09,CF
38,38,90,18-Jul,PIT,,SFG,"W,2-0",CG,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.287,0.335,0.439,0.774,1,0.67,0.048,0.13,0.01%,0.34,CF
39,39,91,19-Jul,PIT,,SFG,"L,3-4",CG,4,2,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0.289,0.344,0.44,0.784,1,1.02,0.102,0.21,0.01%,0.96,CF
40,40,92,20-Jul,PIT,,MIL,"W,8-5",CG,5,5,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.298,0.351,0.45,0.802,1,0.36,0.082,0.06,0.01%,1.76,CF
41,41,93,21-Jul,PIT,,MIL,"L,0-2",CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.293,0.349,0.443,0.792,1,1.15,-0.012,0.29,0.00%,-0.18,CF
42,42,94,22-Jul,PIT,,MIL,"W,8-7",CG,5,5,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.296,0.351,0.458,0.809,1,1.11,0.031,0.2,0.00%,0.69,CF
43,43,95,23-Jul,PIT,@,ARI,"L,4-11",CG,4,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.297,0.354,0.462,0.815,1,1.21,0.086,0.22,0.01%,0.66,CF
44,44,96,24-Jul,PIT,@,ARI,"W,10-3",CG,6,5,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0.294,0.348,0.455,0.803,1,0.47,-0.043,0.07,0.00%,-0.77,CF
45,45,97,25-Jul,PIT,@,ARI,"L,0-7",CG,5,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.293,0.349,0.455,0.805,1,0.71,0.069,0.14,0.01%,0.25,CF
46,46,98,26-Jul,PIT,@,ARI,"L,0-9",CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.287,0.343,0.446,0.789,1,0.51,-0.052,0.08,-0.01%,-0.83,CF
47,47,99,27-Jul,PIT,@,SFG,"L,2-4",CG,4,3,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.283,0.341,0.439,0.78,1,0.73,-0.017,0.09,0.00%,0.04,CF
48,48,100,28-Jul,PIT,@,SFG,"L,2-3",CG,5,5,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.281,0.338,0.438,0.776,1,1.65,-0.134,0.15,-0.01%,-0.53,CF
49,49,101,29-Jul,PIT,@,SFG,"L,0-1",CG(10),4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.275,0.332,0.43,0.762,1,1.35,-0.146,0.09,-0.01%,-1.07,CF
50,50,102,31-Jul,PIT,,WSN,"W,5-4",CG,4,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.281,0.339,0.438,0.777,1,0.84,0.061,0.04,0.00%,0.9,CF
51,51,103,01-Aug,PIT,,WSN,"W,11-6",CG,5,5,4,4,0,0,3,6,0,0,0,0,0,0,0,1,0,0,0.293,0.349,0.488,0.837,1,0.69,0.271,0.04,0.01%,5.09,CF
52,52,104,02-Aug,PIT,,WSN,"L,3-5",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.292,0.347,0.484,0.831,1,1.24,-0.119,0.07,0.00%,-0.9,CF
53,53,105,03-Aug,PIT,,WSN,"L,4-8",CG,5,4,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.296,0.352,0.498,0.85,1,0.62,0.085,0.03,0.00%,1.15,CF
54,54,106,04-Aug,PIT,,ARI,"L,0-6",CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.292,0.351,0.491,0.842,1,0.72,-0.023,0.02,0.00%,-0.74,CF
55,55,108 (1),06-Aug,PIT,,ARI,"L,6-11",CG(12),6,4,1,2,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0.296,0.358,0.496,0.854,1,1.39,0.191,0.01,0.00%,1.52,CF
56,56,109,07-Aug,PIT,,STL,"L,4-6",CG,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0.351,0.485,0.836,1,1.09,-0.137,0.01,0.00%,-1.11,CF
57,57,110,08-Aug,PIT,,STL,"L,3-5",CG,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.293,0.354,0.485,0.839,1,0.75,0.025,0.01,0.00%,0.21,CF
58,58,111,09-Aug,PIT,,STL,"L,3-7",CG,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.352,0.486,0.838,1,0.69,-0.013,0,0.00%,-0.07,CF
59,59,112,11-Aug,PIT,@,COL,"W,7-3",CG,6,3,3,1,1,0,0,0,3,0,1,0,0,0,0,0,3,0,0.293,0.359,0.488,0.847,1,0.67,0.223,0,0.00%,2.69,CF
60,60,113,12-Aug,PIT,@,COL,"L,0-8",CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.289,0.357,0.482,0.839,1,1.32,-0.068,0,0.00%,-0.94,CF
61,61,114,13-Aug,PIT,@,COL,"L,1-10",CG,4,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.287,0.356,0.478,0.834,1,1.05,-0.014,0,0.00%,-0.19,CF
62,62,115,14-Aug,PIT,@,CHC,"L,2-17",GS-5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0.357,0.478,0.835,1,0.45,0.034,0,0.00%,0.22,CF
63,63,116,15-Aug,PIT,@,CHC,"L,1-3",CG,4,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.285,0.352,0.473,0.825,1,1.55,-0.104,0,0.00%,-0.92,CF
64,64,117,17-Aug,PIT,,MIL,"W,9-5",CG,5,5,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0.284,0.349,0.471,0.821,1,0.79,-0.031,0,0.00%,0.39,CF
65,65,118,18-Aug,PIT,,MIL,"W,5-2",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.283,0.348,0.468,0.816,1,0.7,-0.032,0,0.00%,-0.36,CF
66,66,119,19-Aug,PIT,,MIL,"W,3-1",CG,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.283,0.347,0.465,0.811,1,0.65,-0.001,0,0.00%,-0.12,CF
67,67,120,21-Aug,PIT,,CIN,"W,5-2",CG,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0.345,0.469,0.814,1,0.67,-0.028,0,0.00%,-0.07,CF
68,68,121,22-Aug,PIT,,CIN,"W,12-2",CG,5,3,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.283,0.35,0.467,0.817,1,0.37,-0.026,0,0.00%,0.83,CF
69,69,122,23-Aug,PIT,,CIN,"L,1-4",CG,4,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0.284,0.355,0.468,0.822,1,1,0.117,0,0.00%,1.1,CF
70,70,123,25-Aug,PIT,,PHI,"W,6-4",CG,5,4,1,2,0,0,1,2,1,0,1,0,0,0,0,0,1,1,0.287,0.358,0.479,0.837,1,1.47,0.18,0,0.00%,1.38,CF
71,71,124,26-Aug,PIT,,PHI,"L,1-4",CG(10),5,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.287,0.359,0.476,0.835,1,1.54,-0.082,0,0.00%,-0.56,CF
72,72,125,27-Aug,PIT,,PHI,"W,3-2",CG,4,4,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.29,0.361,0.486,0.847,1,2.01,0.001,0,0.00%,0.67,CF
73,73,126,28-Aug,PIT,@,MIL,"L,6-8",CG,5,5,1,3,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0.295,0.364,0.502,0.866,1,1.14,0.202,0,0.00%,3.35,CF
74,74,127,29-Aug,PIT,@,MIL,"L,3-7",CG,5,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.293,0.362,0.5,0.862,1,0.92,-0.011,0,0.00%,-0.25,CF
75,75,128,30-Aug,PIT,@,MIL,"L,1-4",CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.293,0.361,0.497,0.857,1,1.43,-0.086,0,0.00%,-0.71,CF
76,76,129,Aug 31 (1),PIT,@,CIN,"L,3-4",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.289,0.357,0.49,0.847,1,1.15,-0.12,0,0.00%,-1.07,CF
77,77,130,Aug 31 (2),PIT,@,CIN,"L,3-6",CG,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.288,0.355,0.497,0.852,1,0.84,-0.013,0,0.00%,0.45,CF
78,78,131,01-Sep,PIT,@,CIN,"L,5-11",CG,5,1,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0.288,0.362,0.495,0.857,1,1.1,0.104,0,0.00%,1.4,CF
79,79,132,02-Sep,PIT,@,CIN,"L,3-5",CG,5,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0.284,0.359,0.489,0.848,1,1.19,-0.087,0,0.00%,-0.79,CF
80,80,133,04-Sep,PIT,,STL,"L,7-14",CG,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.283,0.36,0.486,0.846,1,0.98,-0.065,0,0.00%,-0.79,CF
81,81,134,05-Sep,PIT,,STL,"L,1-2",CG(10),5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.28,0.358,0.48,0.838,1,1.88,0.067,0,0.00%,-0.31,CF
82,82,135,06-Sep,PIT,,STL,"W,6-5",CG,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0.358,0.479,0.837,1,1.84,0.069,0,0.00%,-0.01,CF
83,83,136,07-Sep,PIT,,CHC,"L,2-4",CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.279,0.357,0.474,0.832,1,1.08,-0.049,0,0.00%,-0.25,CF
84,84,137,08-Sep,PIT,,CHC,"L,4-9",CG,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.278,0.355,0.47,0.826,1,0.39,-0.032,0,0.00%,-0.55,CF
85,85,138,09-Sep,PIT,,CHC,"L,5-8",CG,5,4,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0.278,0.356,0.471,0.826,1,0.97,0.174,0,0.00%,1.56,CF
86,86,139,11-Sep,PIT,@,HOU,"L,1-9",CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.275,0.352,0.465,0.817,1,0.72,-0.07,0,0.00%,-0.85,CF
87,87,140,12-Sep,PIT,@,HOU,"L,2-4",CG,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0.348,0.459,0.806,1,1.25,-0.192,0,0.00%,-1.42,CF
88,88,141,13-Sep,PIT,@,HOU,"W,2-1",CG,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27,0.347,0.459,0.806,1,1.08,-0.07,0,0.00%,-0.64,CF
89,89,142,14-Sep,PIT,@,LAD,"L,2-6",CG,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.271,0.348,0.458,0.806,1,0.93,0.034,0,0.00%,0.38,CF
90,90,143,15-Sep,PIT,@,LAD,"L,4-5",CG(13),6,6,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.269,0.345,0.453,0.799,1,1.15,-0.05,0,0.00%,-0.83,CF
91,91,144,16-Sep,PIT,@,LAD,"L,1-3",CG,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.272,0.347,0.454,0.801,1,1.1,-0.011,0,0.00%,0.21,CF
92,92,145,18-Sep,PIT,,SDP,"W,5-1",CG,5,4,2,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.274,0.348,0.46,0.807,1,0.47,0.088,0,0.00%,0.88,CF
93,93,146,19-Sep,PIT,,SDP,"L,1-2",CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0.347,0.457,0.804,1,1.06,-0.076,0,0.00%,-0.57,CF
94,94,147,20-Sep,PIT,,SDP,"L,0-4",CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.274,0.346,0.455,0.801,1,0.58,-0.037,0,0.00%,-0.36,CF
95,95,148,21-Sep,PIT,,SDP,"L,6-11",CG(11),6,4,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0.276,0.35,0.458,0.809,1,1.82,0.28,0,0.00%,1.82,CF
96,96,149,22-Sep,PIT,,CIN,"L,4-10",GS-9,5,4,1,2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0.278,0.353,0.466,0.82,1,1.22,0.022,0,0.00%,1.56,CF
97,97,150,23-Sep,PIT,,CIN,"L,2-12",CG,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,0.354,0.472,0.826,1,0.45,0.02,0,0.00%,0.66,CF
98,98,151,24-Sep,PIT,,CIN,"L,1-4",CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.278,0.353,0.468,0.822,1,0.76,-0.022,0,0.00%,-0.32,CF
99,99,152,25-Sep,PIT,,LAD,"W,3-1",CG,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.352,0.465,0.817,1,0.72,-0.035,0,0.00%,-0.99,CF
100,100,153,26-Sep,PIT,,LAD,"L,4-8",CG,4,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.277,0.351,0.463,0.814,1,2.24,0.314,0,0.00%,1.11,CF
101,101,154,27-Sep,PIT,,LAD,"W,6-5",CG,5,5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.281,0.354,0.469,0.823,1,1.43,0.202,0,0.00%,1.48,CF
102,102,155,28-Sep,PIT,,LAD,"W,11-1",CG,5,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.286,0.358,0.472,0.831,1,0.37,0.039,0,0.00%,1.1,CF
103,103,156,29-Sep,PIT,@,CHC,"L,0-6",CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.283,0.355,0.468,0.823,1,0.5,-0.052,0,0.00%,-1.12,CF
104,104,157,Sep 30 (1),PIT,@,CHC,"W,4-0",CG,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.281,0.354,0.464,0.819,1,0.41,0.015,0,0.00%,-0.14,CF
105,105,158,Sep 30 (2),PIT,@,CHC,"W,8-2",CG,5,4,2,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0.283,0.357,0.469,0.826,1,0.66,0.115,0,0.00%,0.96,CF
106,106,159,02-Oct,PIT,@,CIN,"W,3-1",CG,4,3,1,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0.283,0.358,0.471,0.829,1,0.93,0.157,0,0.00%,1.41,CF
107,107,160,03-Oct,PIT,@,CIN,"L,4-8",CG,5,3,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0.284,0.361,0.47,0.83,1,0.56,0.071,0,0.00%,0.72,CF
108,108,161,04-Oct,PIT,@,CIN,"L,0-6",CG,5,3,0,2,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0.286,0.365,0.471,0.836,1,1.05,0.152,0,0.00%,0.8,CF
,,,,,,,38-70,,493,433,74,124,26,9,12,54,54,2,83,2,0,4,5,3,22,5,0.286,0.365,0.471,0.836,,1.01,2.023,0.22,0.22%,27.48,
