Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
12,746,12,Apr 13,PIT,@,MIL,L1-4,CG,4,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,.233,.382,.326,.707,3,.89,-0.052,1.12,-0.04%,-0.38,CF
13,747,13,Apr 14 susp,PIT,@,CIN,W8-7,CG,5,5,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.271,.400,.375,.775,3,1.15,0.209,1.14,0.12%,1.45,CF
14,748,14,Apr 15,PIT,@,CIN,L5-7,CG,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.269,.400,.365,.765,3,1.11,-0.039,1.16,-0.02%,-0.03,CF
15,749,15,Apr 16,PIT,@,CIN,L0-4,CG,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.268,.391,.375,.766,3,.47,0.027,.50,0.02%,0.13,CF
16,750,16,Apr 17,PIT,,MIL,W11-2,CG,5,5,1,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,.262,.378,.410,.788,3,.71,0.118,.77,0.08%,-0.06,CF
17,751,17,Apr 18,PIT,,MIL,L3-5,CG,5,3,0,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,.266,.392,.422,.814,3,1.56,0.068,1.77,0.05%,1.04,CF
18,752,18,Apr 19,PIT,,MIL,L7-8,CG,5,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,.265,.393,.426,.819,3,1.23,0.054,1.38,0.04%,0.95,CF
19,753,19,Apr 20,PIT,,MIL,L2-3,CG(14),6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.243,.367,.392,.759,3,1.32,-0.189,1.26,-0.11%,-1.12,CF
20,754,20,Apr 21,PIT,,CIN,W6-5,CG,5,3,2,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,.273,.400,.455,.855,3,1.41,0.462,1.14,0.22%,1.97,CF
21,755,21,Apr 22,PIT,,CIN,L1-4,CG,4,3,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.288,.414,.500,.914,3,.40,0.027,.34,0.01%,1.14,CF
22,756,22,Apr 23,PIT,,CIN,L2-5,CG,5,4,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.298,.423,.536,.959,3,1.01,0.119,.83,0.06%,0.69,CF
23,757,23,Apr 24,PIT,,CIN,L1-2,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.299,.426,.529,.955,3,1.18,0.025,.90,0.01%,0.67,CF
24,758,24,Apr 25,PIT,@,STL,L0-1,CG,4,3,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,.300,.429,.533,.962,3,2.16,-0.105,1.54,-0.05%,-1.03,CF
25,759,25,Apr 26,PIT,@,STL,W6-1,CG,4,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.298,.422,.521,.944,3,.81,0.092,.52,0.04%,0.61,CF
26,760,26,Apr 27,PIT,@,STL,L0-7,CG,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.286,.408,.500,.908,3,1.20,-0.115,.89,-0.05%,-1.15,CF
27,761,27,May 1 (1),PIT,@,BAL,L1-5,CG,5,3,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,.297,.424,.505,.929,3,.75,-0.011,.41,0.00%,0.08,CF
28,762,28,May 1 (2),PIT,@,BAL,L5-6,CG(10),6,4,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,.295,.427,.505,.932,3,1.01,0.049,.51,0.02%,0.05,CF
29,763,29,May 2,PIT,,TOR,W6-5,CG,5,5,0,3,1,0,0,2,0,0,1,0,0,0,0,0,1,0,.309,.434,.518,.952,3,2.35,0.048,1.07,0.01%,0.69,CF
30,764,30,May 3,PIT,,TOR,W8-6,CG,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,.307,.433,.509,.941,3,.96,0.017,.47,0.01%,-0.31,CF
31,765,31,May 4,PIT,,TOR,L2-7,CG,4,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,.302,.428,.500,.928,3,.52,-0.015,.28,-0.01%,-0.03,CF
32,766,32,May 5,PIT,,SFG,L10-11,CG(13),7,7,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,.317,.434,.528,.963,3,1.47,0.028,.80,0.01%,0.87,CF
33,767,33,May 6,PIT,,SFG,W2-1,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.315,.429,.520,.949,3,1.12,0.018,.54,0.01%,-0.07,CF
34,768,34,May 7,PIT,,SFG,W4-3,CG,4,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.321,.431,.519,.950,3,.77,0.079,.40,0.03%,0.47,CF
35,769,35,May 9,PIT,,STL,W6-4,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.319,.427,.511,.938,3,1.05,-0.090,.72,-0.04%,-0.75,CF
36,770,37 (1),May 11,PIT,,STL,L5-6,CG,5,2,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,.321,.438,.511,.949,3,1.51,0.226,1.28,0.12%,1.40,CF
37,771,38,May 13,PIT,@,MIL,L2-5,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,.312,.428,.496,.924,3,.78,-0.065,.65,-0.03%,-0.42,CF
38,772,39,May 14,PIT,@,MIL,W4-1,CG,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.313,.429,.493,.922,3,1.15,0.058,.86,0.03%,0.32,CF
39,773,40,May 15,PIT,@,MIL,L3-4,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,.306,.425,.483,.908,3,1.23,0.031,1.05,0.02%,0.19,CF
40,774,41,May 17,PIT,@,NYY,L1-7,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.300,.422,.473,.895,3,1.00,-0.064,.59,-0.02%,-0.74,CF
41,775,42,May 18 (1),PIT,@,NYY,L3-4,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.301,.423,.471,.894,3,1.28,0.077,.68,0.02%,0.56,CF
42,776,43,May 18 (2),PIT,@,NYY,W5-3,CG,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.301,.425,.468,.893,3,.68,0.021,.33,0.01%,0.05,CF
43,777,44,May 20,PIT,,BAL,L2-9,CG,4,3,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,.308,.431,.472,.903,3,1.02,0.113,.56,0.04%,1.12,CF
44,778,45,May 21,PIT,,BAL,W9-8,CG,5,5,2,3,2,0,0,1,0,0,2,0,0,0,0,0,0,0,.317,.436,.488,.923,3,.74,0.197,.37,0.06%,1.79,CF
45,779,46,May 22,PIT,,WSN,W3-1,CG,4,2,0,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,.319,.442,.488,.930,3,1.52,0.291,.85,0.10%,2.44,CF
46,780,47,May 23,PIT,,WSN,W4-3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.312,.433,.476,.910,3,.44,-0.063,.28,-0.02%,-0.91,CF
47,781,48,May 24,PIT,,WSN,W3-2,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.310,.430,.471,.901,3,.56,-0.014,.37,-0.01%,-0.25,CF
48,782,49,May 25,PIT,,WSN,L2-5,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.303,.422,.461,.883,3,1.41,-0.132,1.01,-0.06%,-1.42,CF
49,783,50,May 26,PIT,@,NYM,W5-3,CG,5,3,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.309,.430,.464,.895,3,1.56,0.100,.98,0.04%,0.69,CF
50,784,51,May 27,PIT,@,NYM,L2-4,CG,5,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.310,.434,.462,.896,3,1.15,0.084,.86,0.04%,0.47,CF
51,785,52,May 28,PIT,@,NYM,L0-5,CG,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.314,.435,.463,.898,3,.75,0.016,.48,0.01%,0.20,CF
52,786,53,May 29,PIT,@,LAD,W6-3,CG,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.307,.430,.453,.884,3,.70,-0.061,.42,-0.02%,-0.49,CF
53,787,54,May 30,PIT,@,LAD,W2-1,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.303,.427,.446,.874,3,.69,-0.060,.48,-0.03%,-0.56,CF
54,788,55,May 31,PIT,@,LAD,L2-12,GS-6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.298,.422,.439,.862,3,.57,-0.039,.44,-0.02%,-1.22,CF
55,789,56,Jun 1,PIT,@,LAD,W5-3,CG,4,4,3,3,2,0,1,1,0,0,1,0,0,0,0,0,0,0,.307,.427,.470,.898,3,.50,0.200,.37,0.09%,1.73,CF
56,790,57,Jun 2,PIT,@,SDP,W10-3,CG,6,5,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,.304,.425,.469,.894,3,.89,-0.083,.70,-0.04%,-1.37,CF
57,791,58,Jun 3,PIT,@,SDP,W4-1,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.300,.422,.462,.884,3,.27,-0.011,.22,-0.01%,-0.36,CF
58,792,59,Jun 4,PIT,@,SDP,L2-3,CG,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,.299,.420,.472,.892,3,1.51,-0.001,1.34,0.00%,0.44,CF
59,793,60,Jun 6,PIT,,MIL,W15-5,GS-8,5,5,2,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,.301,.419,.489,.908,3,.44,0.173,.47,0.11%,0.50,CF
60,794,61,Jun 7,PIT,,MIL,L3-9,CG,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,.302,.421,.486,.907,3,1.48,-0.119,1.80,-0.09%,-0.37,CF
61,795,62,Jun 8,PIT,,MIL,L0-1,CG,4,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.305,.422,.491,.913,3,1.54,0.116,1.65,0.08%,0.47,CF
62,796,63,Jun 9,PIT,,CHC,W6-2,CG,4,4,1,2,1,0,1,3,0,0,1,0,0,0,0,0,0,0,.309,.423,.509,.932,3,.70,0.168,.53,0.08%,2.22,CF
63,797,64,Jun 10,PIT,,CHC,L3-7,CG,5,4,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,.312,.426,.521,.947,3,.65,0.283,.54,0.14%,1.99,CF
64,798,65,Jun 11,PIT,,CHC,W4-2,CG,4,2,1,2,1,0,1,2,2,1,0,0,0,0,0,0,1,0,.318,.434,.542,.976,3,.90,0.274,.67,0.12%,3.23,CF
65,799,66,Jun 12,PIT,,CHC,W4-0,CG,4,4,1,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,.321,.435,.550,.985,3,.58,0.098,.48,0.05%,0.84,CF
66,800,67,Jun 13,PIT,@,MIA,W8-6,CG(13),7,7,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,.320,.431,.543,.974,3,.85,0.034,.75,0.02%,-0.29,CF
67,801,68,Jun 14,PIT,@,MIA,W8-6,CG,5,4,1,2,0,0,1,3,1,0,1,0,0,0,0,0,0,0,.323,.434,.554,.988,3,.64,0.182,.62,0.11%,2.85,CF
68,802,69,Jun 15,PIT,@,MIA,L2-3,CG(10),5,4,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,.325,.437,.553,.990,3,1.47,0.247,1.45,0.15%,1.09,CF
69,803,70,Jun 17,PIT,,CIN,L5-6,CG,5,4,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,.324,.436,.552,.988,3,1.54,0.037,1.49,0.02%,0.57,CF
70,804,71,Jun 18,PIT,,CIN,L4-11,GS-7,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.321,.432,.546,.978,3,.49,-0.035,.41,-0.02%,-0.79,CF
71,805,72,Jun 19,PIT,,CIN,W4-3,CG(12),6,6,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,.317,.427,.537,.965,3,1.90,-0.065,1.47,-0.03%,-0.16,CF
72,806,73,Jun 20,PIT,@,CHC,L3-6,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.313,.422,.529,.951,3,.83,-0.082,.68,-0.04%,-0.93,CF
73,807,74,Jun 21,PIT,@,CHC,W5-3,CG,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,.313,.423,.527,.950,3,.85,0.181,.60,0.08%,1.21,CF
74,808,75,Jun 22,PIT,@,CHC,W2-1,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.312,.421,.523,.944,3,.56,-0.050,.44,-0.02%,-0.71,CF
75,809,76,Jun 23,PIT,@,TBR,W8-1,CG,5,5,2,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,.317,.424,.525,.948,3,.84,0.155,.66,0.07%,2.28,CF
76,810,77,Jun 24,PIT,@,TBR,W6-5,CG,4,4,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,.316,.422,.521,.942,3,.72,0.075,.61,0.04%,0.67,CF
77,811,78,Jun 25,PIT,@,TBR,L1-5,CG,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,.315,.420,.527,.947,3,.67,-0.066,.66,-0.04%,0.31,CF
78,812,79,Jun 26,PIT,,NYM,W5-2,CG,4,3,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,.315,.420,.529,.949,3,.92,0.143,.79,0.08%,0.96,CF
79,813,80,Jun 27,PIT,,NYM,W3-2,CG(11),5,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.314,.420,.525,.945,3,1.54,-0.016,1.39,-0.01%,0.21,CF
80,814,81,Jun 28,PIT,,NYM,L3-5,CG,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.314,.418,.525,.943,3,.81,-0.033,.76,-0.02%,0.03,CF
81,815,83 (1),Jul 1,PIT,,ARI,W3-2,CG,4,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,.310,.416,.520,.936,3,1.70,-0.048,1.55,-0.03%,-0.09,CF
82,816,84,Jul 2,PIT,,ARI,W5-1,GS-9,5,4,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,.313,.419,.519,.938,3,.67,0.014,.70,0.01%,0.97,CF
83,817,85,Jul 3,PIT,,ARI,L2-10,CG,4,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.315,.420,.519,.939,3,.99,0.035,1.09,0.02%,-0.21,CF
84,818,86,Jul 4,PIT,,PHI,W8-2,CG,5,5,1,4,2,1,0,2,0,0,0,0,0,0,0,0,1,0,.323,.425,.536,.961,3,.44,0.006,.47,0.01%,1.96,CF
85,819,87,Jul 5,PIT,,PHI,W3-2,CG,4,4,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,.322,.423,.542,.965,3,.50,0.165,.56,0.11%,1.25,CF
86,820,88,Jul 6,PIT,,PHI,W6-2,CG,4,4,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,.324,.424,.547,.971,3,.61,0.018,.72,0.01%,0.76,CF
87,821,89,Jul 7,PIT,@,STL,L0-2,CG,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.319,.418,.539,.958,3,1.72,-0.238,2.58,-0.21%,-1.57,CF
88,822,90,Jul 8,PIT,@,STL,L4-5,CG,4,3,1,1,0,0,1,2,1,0,2,0,0,0,0,0,0,0,.319,.419,.546,.965,3,1.26,0.187,1.84,0.17%,1.21,CF
89,823,91,Jul 9,PIT,@,STL,L2-5,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.316,.415,.540,.955,3,.81,-0.083,1.11,-0.07%,-0.74,CF
90,824,92,Jul 10,PIT,@,STL,W9-1,CG,5,4,2,2,0,0,0,2,0,0,0,0,0,1,0,0,2,0,.318,.415,.539,.954,3,.85,0.162,1.14,0.13%,0.86,CF
91,825,93,Jul 11,PIT,@,CIN,L5-6,CG,4,3,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,.321,.418,.552,.970,3,.47,0.167,.69,0.15%,1.76,CF
92,826,94,Jul 12,PIT,@,CIN,W6-5,CG(11),6,5,3,3,1,0,2,2,0,0,1,1,0,0,0,0,0,0,.325,.422,.573,.994,3,1.19,0.835,1.66,0.70%,1.86,CF
93,827,95,Jul 13,PIT,@,CIN,L3-6,CG,4,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,.324,.420,.575,.995,3,1.14,-0.045,1.77,-0.04%,-0.16,CF
94,828,96,Jul 18,PIT,,COL,W4-2,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.321,.418,.570,.988,3,2.19,-0.205,2.54,-0.14%,-1.30,CF
95,829,97,Jul 19,PIT,,COL,W3-2,CG(11),5,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.320,.418,.566,.985,3,1.30,0.019,1.59,0.01%,0.22,CF
96,830,98,Jul 20,PIT,,COL,W5-3,CG,5,4,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,.320,.418,.563,.981,3,1.00,0.012,1.26,0.01%,-0.15,CF
97,831,99,Jul 21,PIT,,LAD,L2-5,CG,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.322,.419,.562,.981,3,.49,-0.008,.74,-0.01%,0.06,CF
98,832,100,Jul 22,PIT,,LAD,W12-7,CG,5,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,.319,.419,.558,.976,3,.66,-0.006,.94,-0.01%,0.48,CF
99,833,101,Jul 23,PIT,,LAD,W6-1,CG,4,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.318,.417,.557,.974,3,.60,-0.043,.88,-0.04%,0.26,CF
100,834,102,Jul 25,PIT,@,COL,L1-8,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.318,.416,.554,.969,3,.47,-0.010,.70,-0.01%,-0.38,CF
101,835,103,Jul 26,PIT,@,COL,L1-8,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.314,.412,.548,.960,3,.71,-0.085,1.05,-0.08%,-1.10,CF
102,836,104,Jul 27,PIT,@,COL,W7-5,CG,5,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,.312,.412,.544,.956,3,1.26,-0.071,1.71,-0.06%,-0.65,CF
103,837,105,Jul 28,PIT,@,SFG,W5-0,CG,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.309,.410,.540,.950,3,.80,0.091,1.25,0.09%,0.47,CF
104,838,106,Jul 29,PIT,@,SFG,W3-1,CG,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,.309,.409,.539,.948,3,.47,-0.012,.80,-0.01%,0.01,CF
105,839,107,Jul 30,PIT,@,SFG,L5-7,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.306,.406,.534,.939,3,1.18,-0.116,2.12,-0.13%,-0.79,CF
106,840,108,Jul 31,PIT,@,ARI,L4-7,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.305,.404,.531,.935,3,.95,-0.012,1.59,-0.01%,0.26,CF
107,841,109,Aug 1,PIT,@,ARI,W9-4,CG,5,4,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,.307,.406,.533,.939,3,1.00,0.127,1.59,0.12%,1.07,CF
108,842,110,Aug 2,PIT,@,ARI,W8-3,CG,5,3,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,.310,.410,.534,.944,3,1.19,0.218,1.95,0.21%,1.53,CF
109,843,111,Aug 3,PIT,@,ARI,L2-3,GS-8,4,2,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,.311,.411,.536,.947,3,1.45,-0.044,2.48,-0.05%,-0.17,CF
110,844,126 (14),Aug 19,PIT,,ATL,L3-11,GS-9,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,.308,.408,.531,.939,3,.35,-0.028,.46,-0.02%,-1.50,CF
111,845,127,Aug 20,PIT,,ATL,W3-2,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.305,.404,.526,.931,3,1.37,-0.128,1.48,-0.08%,-0.70,CF
112,846,128,Aug 22,PIT,@,MIL,W8-3,CG,5,5,2,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,.306,.404,.532,.936,3,.32,0.088,.41,0.07%,0.93,CF
113,847,129,Aug 23,PIT,@,MIL,W10-2,GS-8,5,4,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.305,.404,.529,.933,3,.47,0.009,.73,0.01%,-0.18,CF
114,848,130,Aug 24,PIT,@,MIL,L3-4,CG,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.305,.403,.533,.937,3,.69,0.004,1.25,0.00%,0.60,CF
115,849,131,Aug 25,PIT,,STL,L2-3,CG,4,4,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.309,.406,.542,.948,3,1.06,0.154,1.74,0.15%,1.53,CF
116,850,132,Aug 26,PIT,,STL,W5-2,GS-6,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.307,.403,.539,.942,3,.41,-0.030,.54,-0.02%,-0.32,CF
117,851,133,Aug 27,PIT,,STL,W3-1,CG,4,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,.307,.402,.537,.940,3,.77,-0.010,1.23,-0.01%,-0.24,CF
118,852,134,Aug 29,PIT,,CIN,W2-1,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.306,.401,.535,.936,3,1.15,-0.069,1.70,-0.06%,-0.57,CF
119,853,135,Aug 30,PIT,,CIN,W3-2,CG,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.305,.401,.532,.933,3,.59,0.022,1.00,0.02%,0.09,CF
120,854,136,Aug 31,PIT,,CIN,L2-3,CG,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.307,.402,.532,.934,3,1.26,0.080,2.47,0.10%,0.27,CF
121,855,137,Sep 1,PIT,@,STL,L4-5,CG,5,5,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,.308,.401,.539,.941,3,1.27,0.103,3.01,0.15%,1.15,CF
122,856,138,Sep 2,PIT,@,STL,L4-6,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.305,.399,.535,.933,3,1.12,-0.119,2.43,-0.16%,-0.93,CF
123,857,139,Sep 3,PIT,@,STL,L0-1,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.303,.396,.530,.926,3,1.22,-0.127,2.30,-0.14%,-0.69,CF
124,858,140,Sep 5 susp,PIT,@,CHC,W5-3,CG(11),6,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,.301,.395,.527,.921,3,1.32,-0.155,1.55,-0.11%,-1.30,CF
125,859,141,Sep 6,PIT,@,CHC,W5-0,CG,5,5,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,.305,.397,.527,.924,3,.68,0.024,.99,0.02%,0.74,CF
126,860,142,Sep 7,PIT,@,CHC,W10-4,GS-7,5,5,2,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,.308,.399,.534,.933,3,.15,0.048,.23,0.04%,1.06,CF
127,861,143,Sep 8,PIT,@,PHI,W6-4,CG,5,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.311,.402,.536,.938,3,.96,0.101,1.65,0.11%,1.27,CF
128,862,144,Sep 9,PIT,@,PHI,L3-4,CG,4,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,.309,.401,.533,.934,3,1.52,-0.125,2.66,-0.13%,-0.86,CF
129,863,145,Sep 10,PIT,@,PHI,W6-3,CG,5,4,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.311,.403,.539,.941,3,.87,0.212,1.52,0.22%,1.66,CF
130,864,146,Sep 11,PIT,@,PHI,W4-1,CG,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.310,.402,.538,.940,3,.79,0.065,1.56,0.08%,0.61,CF
131,865,147,Sep 12,PIT,,CHC,W7-3,CG,5,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.311,.402,.539,.941,3,.70,-0.048,1.62,-0.07%,-0.27,CF
132,866,148,Sep 13,PIT,,CHC,L4-6,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.311,.401,.537,.937,3,1.09,-0.086,2.46,-0.12%,-1.20,CF
