Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
55,935,56,Jun 7,PIT,@,ATL,W3-0,CG,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.287,.371,.495,.866,3,1.19,-0.183,1.38,-0.13%,-1.99,CF
56,936,58 (1),Jun 9,PIT,,MIL,L1-4,CG,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.286,.369,.495,.864,3,.74,-0.025,.83,-0.02%,-0.19,CF
57,937,59,Jun 10,PIT,,MIL,W2-0,CG,4,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.292,.376,.498,.873,3,.54,-0.020,.60,-0.01%,0.17,CF
58,938,60,Jun 12,PIT,,PHI,W1-0,CG(13),6,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.284,.367,.484,.850,3,1.68,-0.250,1.83,-0.16%,-1.35,CF
59,939,61,Jun 13,PIT,,PHI,W4-3,CG,4,3,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,.284,.369,.482,.850,3,1.07,0.129,1.21,0.09%,1.47,CF
60,940,62,Jun 14,PIT,,PHI,W1-0,CG(11),5,4,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,.284,.369,.477,.847,3,1.82,-0.062,1.97,-0.04%,-0.18,CF
61,941,63,Jun 15,PIT,,CHW,W11-0,GS-7,4,4,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.288,.371,.482,.854,3,.46,0.063,.52,0.04%,0.66,CF
62,942,64,Jun 16,PIT,,CHW,W3-0,CG,4,3,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,.293,.377,.485,.862,3,.73,0.080,.84,0.06%,0.60,CF
63,943,65,Jun 17,PIT,@,CHW,W3-2,CG,4,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.296,.379,.485,.864,3,.64,0.042,.73,0.03%,0.33,DH
64,944,66,Jun 18,PIT,@,CHW,W3-2,CG,5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.294,.375,.479,.854,3,1.33,-0.043,1.54,-0.03%,-0.52,CF
65,945,67,Jun 19,PIT,@,WSN,L1-4,CG,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.289,.370,.471,.841,3,.60,-0.060,.74,-0.04%,-0.57,CF
66,946,68,Jun 20,PIT,@,WSN,L0-6,CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.286,.366,.465,.832,3,.33,-0.025,.41,-0.02%,-0.29,CF
67,947,69,Jun 21,PIT,@,WSN,L2-9,GS-6,3,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,.287,.369,.470,.839,3,.21,0.022,.25,0.02%,-0.09,CF
68,948,70,Jun 23,PIT,,CIN,W7-6,CG,4,3,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,.292,.375,.488,.863,3,.67,0.222,.84,0.17%,2.22,CF
69,949,71,Jun 24,PIT,,CIN,L2-5,CG,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.292,.376,.486,.862,3,.93,0.041,1.14,0.03%,0.23,CF
70,950,72,Jun 25,PIT,,CIN,L4-5,CG(13),6,4,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,.292,.379,.486,.865,3,1.78,0.114,2.07,0.08%,0.64,CF
71,951,73,Jun 26,PIT,,ATL,W3-2,CG(10),5,4,2,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,.295,.382,.490,.873,3,1.46,0.171,1.67,0.12%,0.42,CF
72,952,74,Jun 27,PIT,,ATL,W8-4,GS-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.295,.384,.490,.875,3,1.17,0.036,1.32,0.02%,0.38,CF
73,953,75,Jun 28,PIT,,ATL,L1-2,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.294,.383,.487,.869,3,1.36,-0.029,1.46,-0.02%,-0.34,CF
74,954,76,Jun 30,PIT,@,DET,W5-4,CG(14),8,5,0,2,0,0,0,1,3,0,2,0,0,0,0,0,1,0,.296,.389,.485,.874,3,1.21,0.076,1.26,0.05%,1.00,CF
75,955,77,Jul 1,PIT,@,DET,W9-3,CG,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.295,.386,.480,.866,3,.53,-0.008,.55,-0.01%,-0.50,CF
76,956,78,Jul 2,PIT,@,DET,W8-4,CG,5,3,1,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,.295,.386,.482,.868,3,1.02,0.041,1.10,0.03%,0.49,DH
77,957,79,Jul 3,PIT,,CLE,L2-5,CG,4,2,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,.296,.390,.493,.883,3,1.01,0.278,1.09,0.18%,2.28,CF
78,958,80,Jul 4,PIT,,CLE,W1-0,CG,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.297,.390,.491,.881,3,1.18,-0.041,1.39,-0.03%,-0.47,CF
79,959,81,Jul 5,PIT,,CLE,W5-3,CG,4,3,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,.297,.391,.493,.884,3,1.05,0.235,1.20,0.16%,1.92,CF
80,960,82,Jul 6,PIT,,SDP,W2-1,CG,4,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,.299,.395,.497,.892,3,1.01,0.153,1.12,0.10%,0.68,CF
81,961,83,Jul 7,PIT,,SDP,W3-2,CG,4,4,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.301,.397,.500,.897,3,1.37,0.137,1.47,0.09%,1.09,CF
82,962,84,Jul 8,PIT,,SDP,W5-2,CG,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.302,.398,.498,.896,3,1.24,0.094,1.44,0.07%,1.06,CF
83,963,85,Jul 9,PIT,,STL,L1-4,CG,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,.301,.396,.505,.901,3,1.09,-0.190,1.65,-0.17%,-1.15,CF
84,964,86,Jul 10,PIT,,STL,W5-2,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.300,.394,.502,.896,3,1.00,-0.004,1.45,0.00%,-0.22,CF
85,965,87,Jul 11,PIT,,STL,W6-5,CG(14),7,4,2,1,0,0,1,2,3,1,1,0,0,0,0,0,0,0,.300,.398,.508,.906,3,2.08,0.737,3.16,0.67%,1.69,CF
86,966,88,Jul 12,PIT,,STL,W6-5,CG(10),5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.295,.392,.500,.892,3,1.40,-0.164,2.21,-0.16%,-1.04,CF
87,967,89,Jul 17,PIT,@,MIL,L1-4,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,.291,.388,.494,.882,3,1.17,-0.085,1.27,-0.06%,-0.56,CF
88,968,90,Jul 18,PIT,@,MIL,L5-8,CG,5,2,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,.292,.394,.494,.887,3,.63,0.111,.67,0.07%,1.12,CF
89,969,92 (1),Jul 20,PIT,@,KCR,W10-7,CG,5,5,0,2,1,0,0,1,0,0,3,0,0,0,0,0,0,0,.294,.394,.495,.889,3,.49,0.047,.54,0.03%,0.55,CF
90,970,93,Jul 21,PIT,@,KCR,L1-3,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.291,.390,.489,.879,3,1.45,-0.151,1.61,-0.10%,-0.94,CF
91,971,94,Jul 22,PIT,@,KCR,L1-5,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.290,.388,.486,.875,3,.70,-0.069,.73,-0.04%,-0.54,DH
92,972,95,Jul 23,PIT,,WSN,W7-3,CG,4,4,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,.293,.389,.496,.885,3,.51,0.003,.58,0.00%,1.07,CF
93,973,96,Jul 24,PIT,,WSN,W7-5,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.292,.388,.493,.881,3,.53,-0.031,.55,-0.02%,-0.15,CF
94,974,97,Jul 25,PIT,,WSN,L3-9,CG,4,4,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,.292,.387,.490,.876,3,.88,0.036,.87,0.02%,0.17,CF
95,975,98,Jul 26,PIT,,WSN,W3-1,CG,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.292,.388,.488,.876,3,.74,0.081,.71,0.05%,0.65,CF
96,976,99,Jul 28,PIT,@,MIN,W8-7,CG,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.288,.383,.481,.865,3,1.24,-0.135,1.17,-0.08%,-1.24,CF
97,977,100,Jul 29,PIT,@,MIN,W10-4,CG,5,4,2,2,0,0,1,3,1,1,1,0,0,0,0,0,0,0,.290,.386,.490,.876,3,1.05,0.402,1.00,0.23%,4.42,CF
98,978,101,Jul 30,PIT,@,CIN,L5-15,CG,5,5,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.294,.388,.492,.880,3,.41,-0.050,.40,-0.03%,1.54,CF
99,979,102,Jul 31,PIT,@,CIN,W5-4,CG,4,4,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,.294,.387,.497,.884,3,1.03,0.059,.99,0.03%,0.06,CF
100,980,103,Aug 1,PIT,@,CIN,L3-4,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.292,.386,.493,.879,3,1.23,-0.096,1.23,-0.06%,-0.47,CF
101,981,104,Aug 2,PIT,@,CIN,W3-0,CG,4,3,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,.289,.384,.489,.874,3,.52,-0.012,.55,-0.01%,-0.10,CF
102,982,105,Aug 4,PIT,,CHC,L0-5,CG,4,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.290,.388,.489,.877,3,.50,0.068,.58,0.05%,0.63,CF
103,983,106,Aug 5,PIT,,CHC,W7-5,CG,4,2,2,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,.291,.389,.497,.886,3,.97,0.105,1.26,0.08%,0.86,CF
104,984,107,Aug 7,PIT,,LAD,W5-4,CG(10),5,3,2,2,1,0,0,1,2,0,1,0,0,0,0,0,0,0,.294,.393,.501,.895,3,1.35,0.329,1.45,0.21%,2.14,CF
105,985,108,Aug 8,PIT,,LAD,W6-5,CG,4,3,1,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,.300,.399,.508,.907,3,.90,0.219,.90,0.13%,2.17,CF
106,986,109,Aug 9,PIT,,LAD,W13-6,CG,6,6,2,2,0,0,1,4,0,0,2,0,0,0,0,0,0,0,.301,.398,.513,.911,3,1.65,0.096,1.44,0.05%,1.73,CF
107,987,110,Aug 11,PIT,@,STL,L3-4,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,.297,.394,.508,.902,3,1.58,-0.226,2.08,-0.18%,-2.24,CF
108,988,111,Aug 12,PIT,@,STL,L2-4,CG,4,4,1,2,0,1,1,2,0,0,1,0,0,0,0,0,0,0,.299,.395,.520,.916,3,1.11,0.281,1.40,0.21%,2.10,CF
109,989,112,Aug 13,PIT,@,STL,W10-5,CG,5,4,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,.299,.395,.520,.915,3,.44,0.059,.48,0.04%,0.29,CF
110,990,113,Aug 14,PIT,@,NYM,W3-2,CG(10),5,2,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,.298,.397,.518,.915,3,.94,-0.012,.81,-0.01%,0.30,CF
111,991,114,Aug 15,PIT,@,NYM,W5-3,CG(14),6,4,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,.295,.397,.512,.909,3,1.27,-0.047,1.02,-0.02%,-0.29,CF
112,992,115,Aug 16,PIT,@,NYM,W8-1,7-GF,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.295,.398,.512,.910,5,.02,0.000,.02,0.00%,0.11,CF
113,993,116,Aug 17,PIT,,ARI,L1-4,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.292,.397,.509,.905,3,1.02,-0.022,.90,-0.01%,-0.33,CF
114,994,117,Aug 18,PIT,,ARI,W9-8,CG(15),7,6,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,.293,.395,.506,.901,3,1.41,0.058,1.14,0.03%,0.05,CF
115,995,118,Aug 19,PIT,,ARI,W4-1,CG,4,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.296,.398,.507,.905,3,.33,0.002,.29,0.00%,0.48,CF
116,996,119,Aug 20,PIT,,SFG,W4-0,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.293,.395,.502,.897,3,.75,-0.061,.62,-0.03%,-1.01,CF
117,997,120,Aug 21,PIT,,SFG,L4-6,CG,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.295,.396,.505,.900,3,1.00,0.046,.84,0.02%,0.42,CF
118,998,121,Aug 22,PIT,,SFG,W3-2,CG,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,.293,.395,.502,.898,3,.96,-0.097,.87,-0.05%,-0.62,CF
119,999,122,Aug 23,PIT,,SFG,W5-2,CG,5,4,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,.295,.397,.509,.907,3,.58,0.141,.51,0.07%,1.04,CF
120,1000,123,Aug 24,PIT,@,MIA,W5-2,CG,5,5,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,.297,.397,.510,.908,3,1.09,0.227,.91,0.11%,1.99,CF
121,1001,124,Aug 25,PIT,@,MIA,L2-5,CG,4,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,.299,.400,.514,.914,3,.64,0.091,.53,0.05%,0.61,CF
122,1002,125,Aug 26,PIT,@,MIA,W7-2,CG,5,5,1,2,1,0,1,4,0,0,2,0,0,0,0,0,0,0,.300,.400,.521,.921,3,.53,0.212,.40,0.10%,2.57,CF
123,1003,126,Aug 27,PIT,@,MIA,W2-1,CG,4,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,.301,.403,.521,.924,3,.68,0.026,.51,0.01%,0.28,CF
124,1004,127,Aug 28,PIT,,COL,W5-3,CG,4,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.304,.405,.522,.928,3,.81,0.025,.56,0.01%,0.42,CF
125,1005,128,Aug 29,PIT,,COL,W4-3,CG,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.305,.406,.522,.928,3,.48,0.062,.38,0.03%,0.47,CF
126,1006,129,Aug 30,PIT,,COL,L0-5,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.305,.405,.520,.924,3,.42,-0.020,.32,-0.01%,-0.50,CF
127,1007,130,Sep 1,PIT,@,MIL,L4-7,CG,4,4,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,.304,.404,.520,.923,3,.33,-0.003,.19,0.00%,-0.39,CF
128,1008,131,Sep 2,PIT,@,MIL,L4-9,CG,4,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.303,.404,.517,.922,3,1.21,-0.015,.58,0.00%,-0.19,CF
129,1009,133 (1),Sep 4,PIT,@,STL,W9-3,GS-9,5,4,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.305,.406,.517,.923,3,.58,0.073,.43,0.03%,1.04,CF
130,1010,134,Sep 5,PIT,@,STL,L1-4,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.304,.405,.515,.920,3,.79,-0.046,.82,-0.03%,-0.44,CF
131,1011,135,Sep 6,PIT,@,STL,W7-1,GS-9,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,.302,.403,.511,.914,3,.82,-0.168,.59,-0.07%,-1.39,CF
132,1012,136,Sep 7,PIT,@,CIN,L1-3,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.302,.404,.509,.913,3,.89,0.057,.50,0.02%,0.23,CF
