Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Pos
26,374,28,May 9,PIT,,LAD,W5-1,CG,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.235,.330,.398,.728,2,.79,-0.007,.55,0.00%,-0.27,6.00,6.00,DH
27,375,29,May 10,PIT,,LAD,L1-11,GS-8,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.238,.330,.406,.736,2,.70,0.098,.51,0.04%,0.67,5.00,6.00,CF
28,376,30,May 11,PIT,,LAD,W5-3,CG,5,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,.229,.325,.390,.715,2,1.01,-0.091,.68,-0.04%,-1.13,2.00,3.00,CF
29,377,31,May 12,PIT,,CIN,L0-4,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,.222,.323,.380,.702,3,1.02,-0.062,.70,-0.03%,-0.59,2.00,3.00,CF
30,378,32,May 13,PIT,,CIN,L2-8,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.214,.313,.366,.679,3,.98,-0.103,.64,-0.04%,-1.20,0.00,0.00,CF
31,379,34 (1),May 15,PIT,,CIN,W1-0,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.209,.311,.357,.667,3,1.05,-0.091,.71,-0.04%,-0.85,2.00,3.00,CF
32,380,35,May 16,PIT,@,CHC,L0-9,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.202,.301,.345,.646,3,.12,-0.012,.09,-0.01%,-0.47,0.00,0.00,CF
33,381,36,May 17,PIT,@,CHC,L0-7,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,.203,.300,.341,.641,2,.60,-0.032,.41,-0.01%,-0.72,3.00,3.00,CF
34,382,37,May 18,PIT,@,CHC,W3-2,CG,4,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.214,.313,.349,.662,2,.78,0.050,.48,0.02%,0.53,10.00,12.20,CF
35,383,38,May 20,PIT,,STL,L3-5,CG,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.223,.318,.354,.671,3,1.19,0.125,.84,0.05%,0.87,8.00,9.50,CF
36,384,39,May 21,PIT,,STL,L4-5,CG,4,4,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,.231,.322,.388,.710,2,.90,0.193,.56,0.07%,1.97,21.00,28.20,CF
37,385,40,May 22,PIT,,STL,L4-18,GS-6,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,.228,.323,.382,.705,2,.27,0.036,.15,0.01%,0.51,7.00,9.00,CF
38,386,41,May 23,PIT,,COL,W2-1,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,.223,.321,.374,.695,3,1.89,-0.220,.87,-0.06%,-1.67,2.00,3.00,CF
39,387,42,May 24,PIT,,COL,L1-2,CG(10),5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.215,.311,.361,.672,2,1.88,-0.253,.93,-0.08%,-1.33,0.00,0.00,CF
40,388,43,May 25,PIT,,COL,W10-5,CG,5,4,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,.216,.314,.365,.678,1,.95,0.100,.42,0.03%,0.73,11.00,15.40,CF
41,389,44,May 27,PIT,@,SDP,L3-4,CG,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.217,.312,.382,.694,2,.76,0.047,.39,0.01%,0.60,14.00,18.70,CF
42,390,45,May 28,PIT,@,SDP,W4-2,CG,5,4,0,1,1,0,0,0,1,0,2,0,0,0,0,1,0,0,.218,.315,.385,.699,3,1.34,-0.096,.64,-0.03%,-0.56,7.00,9.00,CF
43,391,46,May 29,PIT,@,SDP,L2-4,CG(10),4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.213,.308,.375,.683,3,1.54,-0.147,.74,-0.04%,-0.93,0.00,0.00,DH
44,392,47,May 30,PIT,@,LAD,W6-5,CG,5,5,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,.212,.305,.388,.693,2,.63,-0.003,.28,0.00%,0.12,14.00,18.70,CF
45,393,48,May 31,PIT,@,LAD,W5-3,CG,5,5,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.212,.302,.388,.690,2,1.01,0.018,.51,0.01%,-0.07,7.00,9.50,CF
46,394,49,Jun 1,PIT,@,LAD,W8-4,CG,5,3,2,2,0,0,1,2,2,1,1,0,0,0,0,0,1,0,.220,.315,.410,.725,2,.85,0.329,.44,0.10%,2.88,30.00,40.40,CF
47,395,50,Jun 3,PIT,,ARI,L6-8,CG,5,5,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.225,.317,.410,.727,2,1.03,0.004,.64,0.00%,-0.40,6.00,6.00,CF
48,396,51,Jun 4,PIT,,ARI,W2-1,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.225,.316,.407,.722,2,1.76,0.043,.96,0.01%,-0.24,5.00,6.20,CF
49,397,52,Jun 5,PIT,,ARI,W3-0,CG,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,.220,.310,.398,.707,2,1.18,-0.159,.69,-0.06%,-1.83,0.00,0.00,CF
50,398,53,Jun 7,PIT,,DET,L3-5,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.221,.308,.395,.703,2,1.35,-0.146,.83,-0.05%,-0.83,3.00,3.00,DH
51,399,54,Jun 8,PIT,,DET,L1-3,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.216,.303,.387,.689,2,1.67,-0.169,.96,-0.06%,-1.24,0.00,0.00,CF
52,400,55,Jun 9,PIT,@,ATL,L1-3,CG,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.227,.311,.394,.705,2,1.12,0.092,.65,0.03%,0.88,9.00,9.00,CF
53,401,56,Jun 10,PIT,@,ATL,L2-4,CG,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.233,.314,.396,.710,2,.44,0.005,.24,0.00%,0.26,8.00,9.20,CF
54,402,57,Jun 11,PIT,@,ATL,L4-10,CG,4,4,2,3,1,0,1,2,0,0,1,0,0,0,0,0,0,0,.243,.322,.422,.744,2,.93,0.220,.42,0.06%,2.09,26.00,34.40,CF
55,403,58,Jun 12,PIT,@,ATL,L3-5,CG,4,3,1,2,0,0,1,3,0,0,1,0,0,1,0,0,0,1,.249,.325,.440,.765,2,1.52,0.131,.63,0.03%,1.50,21.00,28.70,CF
56,404,59,Jun 13,PIT,@,STL,L5-7,CG,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.249,.324,.437,.760,2,1.26,-0.036,.49,-0.01%,-0.28,5.00,6.20,CF
57,405,60,Jun 14 (1),PIT,@,STL,L1-3,CG,4,3,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.255,.331,.440,.770,2,.96,0.069,.31,0.01%,0.53,8.00,9.00,DH
58,406,61,Jun 14 (2),PIT,@,STL,L1-9,GS-7,3,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,.251,.327,.434,.760,2,.33,-0.004,.09,0.00%,0.37,2.00,3.20,CF
59,407,62,Jun 15,PIT,@,STL,W6-4,CG,4,3,2,2,0,1,1,2,0,0,1,1,0,0,0,0,0,0,.257,.333,.459,.793,2,.64,0.415,.14,0.06%,2.52,28.00,37.40,CF
60,408,63,Jun 17,PIT,,SFG,L0-2,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.252,.328,.451,.779,2,1.12,-0.109,.26,-0.02%,-0.77,0.00,0.00,CF
61,409,64,Jun 18,PIT,,SFG,L5-7,CG,5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.248,.326,.443,.769,2,1.24,-0.106,.25,-0.01%,-0.68,2.00,3.00,CF
62,410,65,Jun 19,PIT,,SFG,W4-3,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.248,.324,.440,.765,2,.90,-0.066,.12,-0.01%,-0.63,3.00,3.00,CF
63,411,66,Jun 20,PIT,,CHC,W12-1,GS-7,4,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.253,.331,.443,.774,2,.39,0.028,.06,0.00%,1.38,12.00,15.40,CF
64,412,67,Jun 21,PIT,,CHC,W7-1,CG,4,3,1,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,.254,.330,.442,.771,2,.52,0.013,.09,0.00%,-0.20,7.00,9.70,CF
65,413,68,Jun 22,PIT,,CHC,L5-14,GS-7,3,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,.259,.333,.453,.786,2,.31,0.079,.07,0.01%,0.78,11.00,12.00,CF
66,414,69,Jun 23,PIT,,CHC,W8-7,CG(10),5,4,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,.259,.335,.462,.796,2,.99,0.209,.19,0.02%,1.57,16.00,21.70,CF
67,415,70,Jun 24,PIT,@,TBR,L3-4,CG(10),5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.254,.329,.452,.781,2,2.09,-0.271,.45,-0.04%,-1.38,0.00,0.00,CF
68,416,71,Jun 25,PIT,@,TBR,L5-6,CG,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.254,.328,.449,.777,2,.97,0.057,.19,0.01%,0.46,5.00,6.50,CF
69,417,72,Jun 26,PIT,@,TBR,L2-4,CG,4,4,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,.254,.326,.446,.773,2,1.46,0.039,.23,0.00%,0.43,5.00,6.50,DH
70,418,73,Jun 27,PIT,@,WSN,L2-3,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.250,.322,.439,.761,2,.75,-0.077,.10,-0.01%,-0.81,0.00,0.00,CF
71,419,74,Jun 28,PIT,@,WSN,L1-3,CG,4,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.252,.328,.440,.768,2,1.47,0.084,.16,0.01%,0.96,7.00,9.00,CF
72,420,75,Jun 29,PIT,@,WSN,W8-7,CG,5,5,3,3,0,0,3,6,0,0,1,0,0,0,0,0,0,0,.258,.332,.476,.808,2,1.52,0.702,.11,0.03%,4.69,48.00,66.60,CF
73,421,76,Jun 30,PIT,,MIL,W8-7,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.258,.331,.473,.804,2,.46,-0.007,.05,0.00%,-0.44,3.00,3.00,CF
74,422,77,Jul 1,PIT,,MIL,L2-19,GS-8,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.256,.331,.469,.801,2,.27,0.019,.03,0.00%,-0.33,2.00,3.00,CF
75,423,78,Jul 2,PIT,,MIL,W7-4,CG,4,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.257,.333,.468,.801,2,.93,0.047,.10,0.00%,0.38,11.00,15.90,CF
76,424,79,Jul 3,PIT,,MIL,L0-2,CG,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.253,.328,.460,.788,2,2.49,-0.350,.32,-0.03%,-2.24,0.00,0.00,CF
77,425,80,Jul 5,PIT,,NYY,W5-2,CG,4,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.256,.330,.464,.794,2,.42,0.039,.04,0.00%,0.49,10.00,12.20,CF
78,426,81,Jul 6,PIT,,NYY,L0-16,GS-9,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.260,.333,.469,.803,2,.79,0.110,.08,0.01%,1.26,8.00,9.00,CF
79,427,82,Jul 7 (1),PIT,@,CIN,W4-2,CG,4,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,.259,.338,.468,.806,2,.96,0.069,.09,0.00%,0.64,8.00,12.20,DH
80,428,83,Jul 7 (2),PIT,@,CIN,L1-5,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.257,.337,.463,.800,2,.88,-0.055,.11,0.00%,-0.61,2.00,3.00,CF
81,429,84,Jul 8,PIT,@,MIL,L3-4,CG,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.263,.342,.470,.812,2,1.22,0.138,.15,0.01%,1.03,13.00,15.20,CF
82,430,85,Jul 9,PIT,@,MIL,W4-3,7-GF,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.262,.343,.468,.812,8,1.61,-0.085,.14,0.00%,-0.46,2.00,3.00,PH CF
83,431,86,Jul 10,PIT,@,MIL,W8-6,GS-7,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.261,.343,.465,.808,2,1.01,-0.036,.13,0.00%,-0.33,2.00,3.00,CF
84,432,97 (10),Jul 25,PIT,@,CHC,L2-3,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.257,.339,.459,.798,2,1.02,-0.107,.05,0.00%,-0.74,0.00,0.00,CF
85,433,98,Jul 26,PIT,@,CHC,L2-4,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.254,.335,.453,.789,2,.80,-0.084,.04,0.00%,-0.74,0.00,0.00,CF
86,434,102 (3),Jul 31,PIT,,PHI,L2-8,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.251,.331,.448,.779,3,.89,-0.097,.01,0.00%,-1.65,0.00,0.00,CF
87,435,103,Aug 2,PIT,,MIL,W5-3,CG,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.248,.331,.443,.774,2,.56,-0.030,.00,0.00%,-0.29,2.00,3.00,CF
88,436,104,Aug 3,PIT,,MIL,W8-7,CG,5,4,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.255,.337,.457,.794,2,1.34,0.537,.00,0.00%,2.27,26.00,34.10,CF
89,437,105,Aug 4,PIT,,MIL,W5-4,CG(10),5,4,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,.258,.341,.460,.801,2,2.80,0.445,.02,0.00%,1.31,14.00,18.70,DH
90,438,106,Aug 5,PIT,@,BAL,L0-1,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.258,.340,.458,.797,2,1.14,-0.066,.01,0.00%,-0.08,8.00,9.00,CF
91,439,107,Aug 6,PIT,@,BAL,L3-6,CG,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.255,.339,.453,.792,2,.80,-0.016,.00,0.00%,-0.17,2.00,3.00,CF
92,440,108,Aug 7,PIT,@,BAL,W8-1,CG,5,4,2,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,.258,.342,.454,.796,2,.56,0.030,.00,0.00%,1.26,19.00,24.90,CF
93,441,109,Aug 8,PIT,@,ARI,L0-3,CG,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.259,.344,.453,.797,3,.70,0.031,.00,0.00%,0.00,5.00,6.00,CF
94,442,110,Aug 9,PIT,@,ARI,L4-6,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.257,.343,.449,.792,2,.42,-0.016,.00,0.00%,-0.29,2.00,3.00,CF
95,443,111,Aug 10,PIT,@,ARI,W6-4,CG,5,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,.256,.343,.450,.793,2,1.08,-0.046,.00,0.00%,0.09,9.00,12.20,DH
96,444,112,Aug 11,PIT,@,ARI,L3-9,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.256,.343,.447,.790,2,1.12,-0.001,.00,0.00%,0.06,3.00,3.00,CF
97,445,113,Aug 12,PIT,@,SFG,L3-5,CG,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.253,.338,.441,.779,2,1.17,-0.151,.00,0.00%,-1.15,0.00,0.00,CF
98,446,114,Aug 13,PIT,@,SFG,L0-2,CG,4,3,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.253,.340,.440,.780,2,1.21,0.078,.00,0.00%,0.45,5.00,6.00,CF
99,447,115,Aug 14,PIT,@,SFG,L7-8,CG,5,4,3,3,1,0,1,5,0,0,0,1,0,0,0,0,0,0,.259,.345,.455,.800,2,2.25,0.501,.00,0.00%,3.63,36.00,51.10,DH
100,448,116,Aug 16,PIT,,BOS,L3-5,GS-9,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.257,.344,.451,.795,3,.68,-0.047,.00,0.00%,-1.06,2.00,3.00,CF
101,449,117,Aug 17,PIT,,BOS,L3-8,CG,4,4,2,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,.259,.346,.459,.805,2,.73,0.119,.00,0.00%,1.62,21.00,28.40,CF
102,450,118,Aug 18,PIT,,BOS,W8-2,CG,4,4,3,3,0,0,2,4,0,0,1,0,0,0,0,0,0,0,.265,.350,.479,.828,3,.51,0.227,.00,0.00%,3.46,37.00,50.60,CF
103,451,119,Aug 19,PIT,,CIN,W5-4,CG,5,4,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,.265,.350,.476,.827,2,1.73,-0.035,.00,0.00%,-0.31,5.00,6.00,CF
104,452,120,Aug 20,PIT,,CIN,L1-10,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.262,.347,.471,.818,3,.52,-0.055,.00,0.00%,-0.67,0.00,0.00,CF
105,453,121,Aug 21,PIT,,CIN,L5-9,CG,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.258,.343,.465,.808,2,1.16,-0.141,.00,0.00%,-1.17,2.00,3.20,DH
106,454,122,Aug 22,PIT,,ATL,L1-2,CG,4,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.258,.342,.463,.805,3,1.61,-0.071,.00,0.00%,0.09,3.00,3.00,CF
107,455,123,Aug 23,PIT,,ATL,L1-6,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.256,.339,.458,.798,2,.51,-0.051,.00,0.00%,-0.86,0.00,0.00,CF
108,456,124,Aug 24,PIT,,ATL,L2-14,GS-9,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.254,.337,.455,.792,3,.23,-0.018,.00,0.00%,-0.44,0.00,0.00,CF
109,457,125,Aug 26,PIT,@,PHI,L4-7,CG,4,4,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,.254,.336,.460,.796,2,.91,-0.055,.00,0.00%,0.53,16.00,22.20,CF
110,458,126,Aug 27,PIT,@,PHI,L0-6,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,.251,.333,.456,.789,2,.45,-0.051,.00,0.00%,-1.59,0.00,0.00,CF
111,459,127,Aug 28,PIT,@,PHI,W5-0,CG,4,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,.251,.333,.459,.791,3,.66,0.027,.00,0.00%,0.30,10.00,12.20,CF
112,460,128,Aug 29,PIT,@,MIL,L5-7,CG,5,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.254,.335,.459,.794,2,1.19,0.108,.00,0.00%,0.84,8.00,9.00,CF
113,461,129,Aug 30,PIT,@,MIL,W4-2,CG,5,4,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,.256,.338,.459,.798,2,1.28,0.085,.00,0.00%,0.85,8.00,9.00,CF
114,462,130,Aug 31,PIT,@,MIL,L1-6,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.256,.338,.457,.795,3,.78,-0.054,.00,0.00%,-0.63,3.00,3.00,DH
115,463,131,Sep 2,PIT,,TOR,L0-4,CG,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.254,.335,.453,.788,3,.87,-0.089,.00,0.00%,-0.80,0.00,0.00,CF
116,464,132,Sep 3,PIT,,TOR,L1-4,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.253,.334,.451,.785,3,.94,-0.048,.00,0.00%,-0.43,3.00,3.00,CF
117,465,133,Sep 4,PIT,,TOR,L3-4,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.251,.331,.447,.778,2,1.22,-0.126,.00,0.00%,-0.78,0.00,0.00,CF
118,466,134,Sep 6,PIT,,NYM,W8-2,CG,5,3,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,.254,.336,.449,.785,2,.56,0.054,.00,0.00%,1.28,14.00,18.70,CF
119,467,135,Sep 7 (1),PIT,,NYM,L1-5,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.252,.333,.444,.778,2,.78,-0.076,.00,0.00%,-1.01,5.00,6.00,DH
120,468,136,Sep 7 (2),PIT,,NYM,L0-10,GS-8,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.255,.335,.446,.781,2,.58,0.050,.00,0.00%,0.50,6.00,6.00,CF
121,469,137,Sep 9,PIT,,STL,W8-2,CG,5,5,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.256,.336,.448,.784,2,.54,-0.106,.00,0.00%,-0.91,10.00,12.50,CF
122,470,138,Sep 10,PIT,,STL,L5-7,CG,5,5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,.256,.335,.445,.780,2,.94,-0.098,.00,0.00%,-0.77,5.00,6.50,CF
