Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
75,183,76,Jun 28,PIT,@,CHC,W2-1,CG,5,5,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,.299,.379,.459,.838,3,1.71,-0.068,.02,0.00%,-0.59,CF
76,184,77,Jun 29,PIT,@,CHC,L1-3,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.298,.378,.456,.834,3,1.14,-0.126,.02,0.00%,-0.81,CF
77,185,78,Jun 30,PIT,@,CHC,W2-0,CG,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.301,.379,.457,.836,3,1.43,0.035,.01,0.00%,0.11,CF
78,186,79,Jul 1,PIT,,PHI,W3-2,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,.297,.375,.451,.825,3,.65,0.020,.01,0.00%,0.25,CF
79,187,80,Jul 2,PIT,,PHI,W2-0,CG,4,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.301,.379,.453,.832,3,.64,0.089,.01,0.00%,0.82,CF
80,188,81,Jul 3,PIT,,PHI,L4-12,GS-8,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,.299,.379,.450,.828,3,.47,-0.048,.01,0.00%,-0.73,CF
81,189,82,Jul 4,PIT,,PHI,W8-5,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.295,.374,.444,.818,3,1.13,-0.115,.02,0.00%,-1.21,CF
82,190,83,Jul 6,PIT,@,HOU,L2-6,CG,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.295,.376,.443,.818,3,.58,0.038,.01,0.00%,0.23,CF
83,191,84,Jul 7,PIT,@,HOU,L3-6,CG,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.294,.373,.439,.812,1,1.04,-0.100,.01,0.00%,-0.98,CF
84,192,85,Jul 8,PIT,@,HOU,L0-2,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.291,.372,.435,.806,1,.93,-0.028,.01,0.00%,-0.25,CF
85,193,86,Jul 9,PIT,@,MIL,L4-5,CG(10),5,5,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,.292,.372,.443,.816,1,.91,0.156,.00,0.00%,0.96,CF
86,194,87,Jul 10,PIT,@,MIL,L3-4,CG,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,.290,.368,.439,.807,1,.94,-0.070,.01,0.00%,-0.45,CF
87,195,88,Jul 11,PIT,@,MIL,L5-6,CG,5,3,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,.287,.363,.435,.798,1,1.21,-0.012,.00,0.00%,-0.83,CF
88,196,89,Jul 16,PIT,,HOU,L2-5,CG,4,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.290,.365,.439,.804,1,.97,0.046,.00,0.00%,0.98,CF
89,197,90,Jul 17,PIT,,HOU,W12-6,CG,5,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.289,.365,.437,.802,1,.85,-0.058,.00,0.00%,-0.09,CF
90,198,91,Jul 18,PIT,,HOU,W9-0,GS-8,4,4,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,.289,.364,.435,.798,1,.79,-0.046,.00,0.00%,0.60,CF
91,199,98 (6),Jul 25,PIT,,SDP,L3-6,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.288,.363,.432,.795,1,.76,-0.021,.00,0.00%,-0.23,CF
92,200,99,Jul 27,PIT,@,COL,W4-2,CG,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.288,.362,.433,.795,1,.61,0.013,.00,0.00%,0.15,CF
93,201,100,Jul 28,PIT,@,COL,W6-2,CG,5,4,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,.293,.367,.440,.807,1,.57,0.016,.00,0.00%,0.95,CF
94,202,102 (1),Jul 30,PIT,@,STL,L0-1,CG(10),4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.290,.363,.435,.798,1,1.13,-0.112,.00,0.00%,-0.77,CF
95,203,103,Jul 31,PIT,@,STL,L1-11,CG,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.292,.365,.438,.803,1,.59,0.048,.00,0.00%,0.36,CF
96,204,104,Aug 1,PIT,@,STL,L1-9,CG,5,5,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,.291,.363,.435,.798,1,.73,0.028,.00,0.00%,-1.44,CF
97,205,105,Aug 2,PIT,,CIN,L0-4,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.288,.359,.430,.789,1,.68,-0.071,.00,0.00%,-0.77,CF
98,206,106,Aug 3,PIT,,CIN,W7-6,GS-2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.287,.360,.429,.789,1,1.01,-0.003,.00,0.00%,0.10,CF
99,207,107,Aug 4,PIT,,CIN,L4-9,CG,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.286,.359,.435,.794,1,.54,0.070,.00,0.00%,0.65,CF
100,208,108,Aug 5,PIT,,COL,W5-1,CG,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.287,.360,.437,.797,1,.38,0.006,.00,0.00%,0.62,CF
101,209,109,Aug 6,PIT,,COL,L3-6,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.286,.359,.435,.794,1,1.46,-0.036,.00,0.00%,0.06,CF
102,210,110,Aug 7,PIT,,COL,W8-7,CG(10),6,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.287,.359,.436,.795,1,1.09,-0.051,.00,0.00%,-0.70,CF
103,211,111,Aug 8,PIT,,COL,L4-8,CG,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.286,.357,.433,.790,1,.52,-0.044,.00,0.00%,-0.37,CF
104,212,112,Aug 10,PIT,@,SDP,L1-4,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.283,.354,.429,.782,1,1.44,-0.212,.00,0.00%,-1.28,CF
105,213,113,Aug 11,PIT,@,SDP,L5-8,CG,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,.281,.353,.425,.778,1,.66,-0.026,.00,0.00%,-0.40,CF
106,214,114,Aug 12,PIT,@,SDP,L0-3,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.279,.352,.422,.774,1,.91,-0.044,.00,0.00%,-0.39,CF
107,215,115,Aug 13,PIT,@,HOU,L1-4,CG,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.281,.353,.423,.776,1,.89,0.045,.00,0.00%,0.41,CF
108,216,116,Aug 14,PIT,@,HOU,L2-3,CG,4,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,.281,.352,.426,.778,1,1.02,-0.006,.00,0.00%,-0.29,CF
109,217,117,Aug 15,PIT,@,HOU,L2-8,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.279,.351,.423,.774,1,1.01,-0.076,.00,0.00%,-0.46,CF
110,218,118,Aug 16,PIT,,FLA,W7-1,CG,4,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,.281,.353,.431,.784,1,.72,0.028,.00,0.00%,1.17,CF
111,219,119,Aug 17,PIT,,FLA,L0-6,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,.279,.352,.428,.780,1,.61,-0.038,.00,0.00%,-0.22,CF
112,220,120,Aug 18,PIT,,FLA,L2-3,CG,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.279,.351,.433,.784,1,1.00,0.013,.00,0.00%,0.31,CF
113,221,121,Aug 19,PIT,,FLA,L2-4,CG,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.278,.350,.439,.789,1,.83,-0.017,.00,0.00%,0.36,CF
114,222,122,Aug 20,PIT,,NYM,L2-7,CG,4,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,.281,.353,.440,.794,1,.70,0.085,.00,0.00%,1.49,CF
115,223,123,Aug 21,PIT,,NYM,L1-5,CG(5),3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,.284,.355,.447,.802,1,.83,0.127,.00,0.00%,1.08,CF
116,224,124,Aug 22,PIT,,NYM,W2-1,CG,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.281,.352,.442,.795,1,.79,-0.082,.00,0.00%,-0.70,CF
117,225,125,Aug 23,PIT,,STL,L2-10,CG,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.278,.349,.437,.786,1,.31,-0.038,.00,0.00%,-1.04,CF
118,226,126,Aug 24,PIT,,STL,W4-3,CG,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.278,.348,.438,.786,1,1.34,-0.096,.00,0.00%,-0.54,CF
119,227,127,Aug 25,PIT,,STL,W5-2,CG,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.278,.349,.437,.787,1,1.01,0.058,.00,0.00%,0.56,CF
120,228,128,Aug 27,PIT,@,MIL,L2-7,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.276,.349,.434,.783,1,.58,-0.040,.00,0.00%,-0.18,CF
121,229,129,Aug 28,PIT,@,MIL,L7-8,CG(11),6,5,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,.273,.346,.430,.776,1,1.76,-0.083,.00,0.00%,-0.22,CF
122,230,130,Aug 29,PIT,@,MIL,L4-8,9-GF,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.273,.348,.430,.777,9,.33,0.017,.00,0.00%,0.38,PH
123,231,131,Aug 30,PIT,@,CHC,L2-14,CG,5,3,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,.274,.350,.429,.779,1,.40,0.073,.00,0.00%,0.41,CF
124,232,132,Aug 31,PIT,@,CHC,W14-7,CG,6,5,2,3,1,0,0,2,1,0,0,0,0,0,0,0,1,0,.277,.354,.433,.787,1,.33,0.048,.00,0.00%,2.22,CF
125,233,133,Sep 1,PIT,@,CHC,L3-5,CG,5,4,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,.277,.354,.433,.788,1,1.68,0.123,.00,0.00%,1.44,CF
126,234,134,Sep 3,PIT,,WSN,W8-5,CG,5,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,.274,.351,.430,.781,1,.64,-0.011,.00,0.00%,-0.53,CF
127,235,135,Sep 4,PIT,,WSN,L2-9,CG,5,4,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,.274,.351,.435,.786,1,.35,0.022,.00,0.00%,1.13,CF
128,236,136,Sep 5,PIT,,WSN,L1-8,CG,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.276,.352,.434,.786,1,.45,-0.053,.00,0.00%,-0.28,CF
129,237,137,Sep 6,PIT,,ATL,W3-1,CG,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,.274,.351,.432,.783,1,.76,0.055,.00,0.00%,0.44,CF
130,238,138,Sep 7,PIT,,ATL,W5-0,CG,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.274,.350,.432,.782,1,.66,-0.013,.00,0.00%,-0.34,CF
131,239,139,Sep 8,PIT,,ATL,L3-9,GS-7,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.276,.352,.434,.786,1,.37,-0.009,.00,0.00%,0.53,CF
132,240,140,Sep 10,PIT,@,CIN,L3-4,CG(12),5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.277,.352,.433,.786,1,1.35,0.001,.00,0.00%,0.02,CF
